DWM_CODE,DWM_NAME,UniqueID,AU_ID,Sta2AUPos,caseWtrBdy,caseAUname,establish
51,BLACKSTONE,W0000,MA51-no seg,neither, , ,1994
33,DEERFIELD,W0001,MA33-04,Direct,deerfield river,deerfield river,1995
33,DEERFIELD,W0002,MA33-03,Direct,deerfield river,deerfield river,1995
33,DEERFIELD,W0003,MA33-01,Direct,deerfield river,deerfield river,1995
33,DEERFIELD,W0004,MA33-01,Direct,deerfield river,deerfield river,1995
33,DEERFIELD,W0005,MA33-30,Direct,green river,green river,1995
33,DEERFIELD,W0006,MA33-28,Direct,green river,green river,1995
33,DEERFIELD,W0007,MA33-28,Direct,green river,green river,1995
33,DEERFIELD,W0008,MA33-102,Direct,south river,south river,1995
33,DEERFIELD,W0009,MA33-102,Direct,south river,south river,1995
33,DEERFIELD,W0010,MA33-102,Direct,south river,south river,1995
33,DEERFIELD,W0011,MA33-101,Direct,south river,south river,1995
33,DEERFIELD,W0012,MA33-101,Direct,south river,south river,1995
33,DEERFIELD,W0013,MA33-07,Direct,south river,south river,1995
33,DEERFIELD,W0014,MA33-07,Direct,south river,south river,1995
33,DEERFIELD,W0015,MA33-07,Direct,south river,south river,1995
33,DEERFIELD,W0016,MA33-07,Direct,south river,south river,1995
33,DEERFIELD,W0017,MA33-17,Direct,bear river,bear river,1995
33,DEERFIELD,W0018,MA33-17,Direct,bear river,bear river,1995
33,DEERFIELD,W0019,MA33-17,Direct,bear river,bear river,1995
33,DEERFIELD,W0020,MA33-06,Direct,north river,north river,1995
33,DEERFIELD,W0021,MA33-06,Direct,north river,north river,1995
33,DEERFIELD,W0022,MA33-06,Direct,north river,north river,1995
33,DEERFIELD,W0023,MA33-06,Direct,north river,north river,1995
33,DEERFIELD,W0024,MA33-19,Direct,east branch north river,east branch north river,1995
33,DEERFIELD,W0025,MA33-27,Direct,west branch north river,west branch north river,1995
33,DEERFIELD,W0026,MA33-15,Direct,clesson brook,clesson brook,1995
33,DEERFIELD,W0027,MA33-15,Direct,clesson brook,clesson brook,1995
33,DEERFIELD,W0028,MA33-15,Direct,clesson brook,clesson brook,1995
33,DEERFIELD,W0029,MA33-16,Direct,clark brook,clark brook,1995
33,DEERFIELD,W0030,MA33-26,Direct,smith brook,smith brook,1995
33,DEERFIELD,W0031,MA33-26,Indirect,upper branch, ,1995
33,DEERFIELD,W0032,MA33-14,Direct,mill brook,mill brook,1995
33,DEERFIELD,W0033,MA33-14,Direct,mill brook,mill brook,1995
33,DEERFIELD,W0034,MA33-59,Direct,heath brook,heath brook,1995
33,DEERFIELD,W0035,MA33-13,Direct,bozrah brook,bozrah brook,1995
33,DEERFIELD,W0036,MA33-11,Direct,chickley river,chickley river,1995
33,DEERFIELD,W0037,MA33-11,Direct,chickley river,chickley river,1995
33,DEERFIELD,W0038,MA33-11,Direct,chickley river,chickley river,1995
33,DEERFIELD,W0039,MA33-11,Direct,chickley river,chickley river,1995
33,DEERFIELD,W0040,MA33-11,Direct,chickley river,chickley river,1995
33,DEERFIELD,W0041,MA33-69,Direct,mill brook,mill brook,1995
33,DEERFIELD,W0042,MA33-64,Direct,king brook,king brook,1995
33,DEERFIELD,W0043,MA33-05,Direct,cold river,cold river,1995
33,DEERFIELD,W0044,MA33-12,Direct,pelham brook,pelham brook,1995
35,MILLERS,W0045,MA35-08,Direct,otter river,otter river,1995
35,MILLERS,W0046,MA35-08,Direct,otter river,otter river,1995
35,MILLERS,W0047,MA35-08,Direct,otter river,otter river,1995
35,MILLERS,W0048,MA35-07,Direct,otter river,otter river,1995
35,MILLERS,W0049,MA35-08,Direct,otter river,otter river,1995
35,MILLERS,W0050,MA35-07,Direct,otter river,otter river,1995
35,MILLERS,W0051,MA35-06,Direct,otter river,otter river,1995
41,QUINEBAUG,W0052,MA41-09,Indirect,unnamed tributary, ,1994
41,QUINEBAUG,W0053,MA41-09,Indirect,unnamed tributary, ,1994
41,QUINEBAUG,W0054,MA41-23,Direct,unnamed tributary,unnamed tributary,1994
41,QUINEBAUG,W0055,MA41031,Indirect,unnamed tributary, ,1994
41,QUINEBAUG,W0056,MA41031,Indirect,unnamed tributary, ,1994
41,QUINEBAUG,W0057,MA41-04,Direct,quinebaug river,quinebaug river,1994
41,QUINEBAUG,W0058,MA41-03,Direct,quinebaug river,quinebaug river,1994
41,QUINEBAUG,W0059,MA41-09,Direct,quinebaug river,quinebaug river,1994
41,QUINEBAUG,W0060,MA41-02,Direct,quinebaug river,quinebaug river,1994
41,QUINEBAUG,W0061,MA41-09,Direct,quinebaug river,quinebaug river,1994
41,QUINEBAUG,W0062,MA41-02,Direct,quinebaug river,quinebaug river,1994
41,QUINEBAUG,W0063,MA41-01,Direct,quinebaug river,quinebaug river,1994
41,QUINEBAUG,W0064,MA41-06,Direct,cady brook,cady brook,1994
41,QUINEBAUG,W0065,MA41-05,Direct,cady brook,cady brook,1994
41,QUINEBAUG,W0066,MA41-06,Direct,cady brook,cady brook,1994
42,FRENCH,W0067,MA42044,Indirect,unnamed tributary, ,1994
42,FRENCH,W0068,MA42044,Indirect,unnamed tributary, ,1994
42,FRENCH,W0069,MA42-01,Direct,unnamed tributary,unnamed tributary,1994
42,FRENCH,W0070,MA42-03,Direct,french river,french river,1994
42,FRENCH,W0071,MA42-03,Direct,french river,french river,1994
42,FRENCH,W0072,MA42-05,Direct,french river,french river,1994
42,FRENCH,W0073,MA42-04,Direct,french river,french river,1994
42,FRENCH,W0074,MA42-04,Direct,french river,french river,1994
42,FRENCH,W0075,MA42-06,Direct,french river,french river,1994
42,FRENCH,W0076,MA42-03,Direct,french river,french river,1994
42,FRENCH,W0077,MA42-03,Direct,french river,french river,1994
42,FRENCH,W0078,MA42-02,Direct,town meadow brook,town meadow brook,1994
83,SHAWSHEEN,W0079,MA83-08,Indirect,shawsheen river, ,1995
83,SHAWSHEEN,W0080,MA83-08,Direct,shawsheen river,shawsheen river,1995
83,SHAWSHEEN,W0081,MA83-19,Direct,shawsheen river,shawsheen river,1995
83,SHAWSHEEN,W0082,MA83-19,Direct,shawsheen river,shawsheen river,1995
83,SHAWSHEEN,W0083,MA83-19,Direct,shawsheen river,shawsheen river,1995
83,SHAWSHEEN,W0084,MA83-19,Direct,shawsheen river,shawsheen river,1995
83,SHAWSHEEN,W0085,MA83-19,Direct,shawsheen river,shawsheen river,1995
83,SHAWSHEEN,W0086,MA83-19,Direct,shawsheen river,shawsheen river,1995
83,SHAWSHEEN,W0087,MA83011,Direct,shawsheen river/lowell junction pond,ballardvale impoundment,1995
83,SHAWSHEEN,W0088,MA83-18,Direct,shawsheen river,shawsheen river,1995
83,SHAWSHEEN,W0089,MA83-18,Direct,shawsheen river,shawsheen river,1995
83,SHAWSHEEN,W0090,MA83-17,Direct,shawsheen river,shawsheen river,1995
83,SHAWSHEEN,W0091,MA83-17,Direct,shawsheen river,shawsheen river,1995
83,SHAWSHEEN,W0092,MA83-01,Direct,shawsheen river,shawsheen river,1995
83,SHAWSHEEN,W0093,MA83-08,Direct,shawsheen river,shawsheen river,1995
83,SHAWSHEEN,W0094,MA83-08,Direct,shawsheen river,shawsheen river,1995
83,SHAWSHEEN,W0095,MA83-04,Direct,rogers brook,rogers brook,1995
83,SHAWSHEEN,W0096,MA83-04,Direct,rogers brook,rogers brook,1995
83,SHAWSHEEN,W0097,MA83-07,Direct,strong water brook,strong water brook,1995
83,SHAWSHEEN,W0098,MA83-06,Direct,vine brook,vine brook,1995
83,SHAWSHEEN,W0099,MA83-24,Direct,elm brook,elm brook,1995
92,IPSWICH,W0100,MA92-09,Direct,unnamed tributary,unnamed tributary,1995
92,IPSWICH,W0101,MA92-14,Indirect,unnamed tributary, ,1995
92,IPSWICH,W0102,MA92013,Indirect,unnamed tributary, ,1995
92,IPSWICH,W0103,MA92-06,Indirect,ipswich river, ,1995
92,IPSWICH,W0104,MA92-23,Indirect,unnamed tributary, ,1995
92,IPSWICH,W0105,MA92-12,Direct,unnamed tributary,unnamed tributary,1995
92,IPSWICH,W0106,MA92-11,Indirect,norris brook, ,1995
92,IPSWICH,W0107,MA92-15,Direct,ipswich river,ipswich river,1995
92,IPSWICH,W0108,MA92-15,Direct,ipswich river,ipswich river,1995
92,IPSWICH,W0109,MA92-02,Direct,ipswich river,ipswich river,1995
92,IPSWICH,W0110,MA92-06,Direct,ipswich river,ipswich river,1995
92,IPSWICH,W0111,MA92-06,Direct,ipswich river,ipswich river,1995
92,IPSWICH,W0112,MA92-06,Direct,ipswich river,ipswich river,1995
92,IPSWICH,W0113,MA92-06,Direct,ipswich river,ipswich river,1995
92,IPSWICH,W0114,MA92-06,Direct,ipswich river,ipswich river,1995
92,IPSWICH,W0115,MA92-06,Direct,ipswich river,ipswich river,1995
92,IPSWICH,W0116,MA92-22,Direct,labor in vain creek,labor in vain creek,1995
92,IPSWICH,W0117,MA92-22,Direct,labor in vain creek,labor in vain creek,1995
92,IPSWICH,W0118,MA92-22,Indirect,unnamed tributary, ,1995
92,IPSWICH,W0119,MA92-21,Direct,kimball brook,kimball brook,1995
92,IPSWICH,W0120,MA92-21,Direct,kimball brook,kimball brook,1995
92,IPSWICH,W0121,MA92-03,Direct,miles river,miles river,1995
92,IPSWICH,W0122,MA92-20,Direct,long causeway brook,long causeway brook,1995
92,IPSWICH,W0123,MA92-19,Direct,black brook,black brook,1995
92,IPSWICH,W0124,MA92-18,Direct,gravelly brook,gravelly brook,1995
92,IPSWICH,W0125,MA92-17,Direct,howlett brook,howlett brook,1995
92,IPSWICH,W0126,MA92-17,Direct,howlett brook,howlett brook,1995
92,IPSWICH,W0127,MA92-16,Direct,mile brook,mile brook,1995
92,IPSWICH,W0128,MA92-14,Direct,fish brook,fish brook,1995
92,IPSWICH,W0129,MA92-14,Direct,fish brook,fish brook,1995
92,IPSWICH,W0130,MA92-13,Direct,boston brook/upper boston brook pond,boston brook,1995
92,IPSWICH,W0131,MA92-11,Direct,norris brook,norris brook,1995
92,IPSWICH,W0132,MA92-11,Direct,norris brook,norris brook,1995
92,IPSWICH,W0133,MA92017,Indirect,unnamed tributary, ,1995
92,IPSWICH,W0134,MA92013,Indirect,unnamed tributary, ,1995
92,IPSWICH,W0135,MA92-10,Direct,wills brook,wills brook,1995
92,IPSWICH,W0136,MA92-08,Direct,martins brook,martins brook,1995
92,IPSWICH,W0137,MA92-08,Direct,martins brook,martins brook,1995
92,IPSWICH,W0138,MA92-07,Direct,bear meadow brook,bear meadow brook,1995
92,IPSWICH,W0139,MA92-05,Direct,lubbers brook,lubbers brook,1995
92,IPSWICH,W0140,MA92-05,Direct,lubbers brook,lubbers brook,1995
92,IPSWICH,W0141,MA92-05,Direct,lubbers brook,lubbers brook,1995
92,IPSWICH,W0143,MA92-04,Direct,maple meadow brook,maple meadow brook,1995
92,IPSWICH,W0144,MA92-04,Direct,maple meadow brook,maple meadow brook,1995
52,TEN MILE,W0168,MA52-01,Direct,ten mile river,ten mile river,1997
52,TEN MILE,W0169,MA52-02,Direct,ten mile river,ten mile river,1997
52,TEN MILE,W0170,MA52-02,Direct,ten mile river,ten mile river,1997
52,TEN MILE,W0171,MA52-03,Direct,ten mile river,ten mile river,1997
52,TEN MILE,W0172,MA52-03,Direct,ten mile river,ten mile river,1997
52,TEN MILE,W0173,MA52-03,Direct,ten mile river,ten mile river,1997
52,TEN MILE,W0174,MA52-03,Direct,ten mile river,ten mile river,1997
52,TEN MILE,W0175,MA52-03,Direct,ten mile river,ten mile river,1997
52,TEN MILE,W0176,MA52-03,Direct,ten mile river,ten mile river,1997
52,TEN MILE,W0177,MA52-09,Direct,scotts brook,scotts brook,1997
52,TEN MILE,W0178,MA52-06,Direct,bungay river,bungay river,1997
52,TEN MILE,W0179,MA52-06,Direct,bungay river,bungay river,1997
52,TEN MILE,W0180,MA52-05,Direct,speedway brook,speedway brook,1997
52,TEN MILE,W0181,MA52-10,Direct,fourmile brook,fourmile brook,1997
52,TEN MILE,W0182,MA52-07,Direct,sevenmile river,sevenmile river,1997
52,TEN MILE,W0183,MA52-08,Direct,sevenmile river,sevenmile river,1997
52,TEN MILE,W0184,MA52-11,Direct,coles brook,coles brook,1997
83,SHAWSHEEN,W0185,MA83-14,Direct,spring brook,spring brook,1995
31,FARMINGTON,W0191,MA31-39,Indirect,unnamed tributary, ,1996
31,FARMINGTON,W0192,MA31-39,Indirect,unnamed tributary, ,1996
31,FARMINGTON,W0193,MA31-05,Direct,unnamed tributary,unnamed tributary,1996
31,FARMINGTON,W0194,MA31-01,Indirect,unnamed tributary, ,1996
31,FARMINGTON,W0195,MA31-01,Indirect,unnamed tributary, ,1996
31,FARMINGTON,W0196,MA31-01,Direct,west branch farmington river,west branch farmington river,1996
31,FARMINGTON,W0197,MA31-01,Direct,west branch farmington river,west branch farmington river,1996
31,FARMINGTON,W0198,MA31-01,Direct,west branch farmington river,west branch farmington river,1996
31,FARMINGTON,W0199,MA31-01,Direct,west branch farmington river,west branch farmington river,1996
31,FARMINGTON,W0200,MA31-01,Direct,west branch farmington river,west branch farmington river,1996
31,FARMINGTON,W0201,MA31-01,Direct,west branch farmington river,west branch farmington river,1996
31,FARMINGTON,W0202,MA31-14,Direct,sandy brook,sandy brook,1996
31,FARMINGTON,W0203,MA31-14,Direct,sandy brook,sandy brook,1996
31,FARMINGTON,W0204,MA31-14,Direct,sandy brook,sandy brook,1996
31,FARMINGTON,W0205,MA31-03,Direct,clam river,clam river,1996
31,FARMINGTON,W0206,MA31-03,Direct,clam river,clam river,1996
31,FARMINGTON,W0207,MA31-13,Direct,silver brook,silver brook,1996
31,FARMINGTON,W0208,MA31-39,Direct,buck river,buck river,1996
31,FARMINGTON,W0209,MA31-39,Direct,buck river,buck river,1996
31,FARMINGTON,W0210,MA31-02,Direct,fall river,fall river,1996
31,FARMINGTON,W0211,MA31-10,Direct,dimmock brook,dimmock brook,1996
31,FARMINGTON,W0212,MA31-06,Direct,thomas brook,thomas brook,1996
31,FARMINGTON,W0213,MA31-04,Direct,shales brook,shales brook,1996
32,WESTFIELD,W0214,MA32-19,Indirect,unnamed tributary, ,1996
32,WESTFIELD,W0215,MA32-04,Direct,westfield river,westfield river,1996
32,WESTFIELD,W0216,MA32-04,Direct,westfield river,westfield river,1996
32,WESTFIELD,W0217,MA32-04,Direct,westfield river,westfield river,1996
32,WESTFIELD,W0218,MA32-04,Direct,westfield river,westfield river,1996
32,WESTFIELD,W0219,MA32-04,Direct,westfield river,westfield river,1996
32,WESTFIELD,W0220,MA32-04,Direct,westfield river,westfield river,1996
32,WESTFIELD,W0221,MA32-05,Direct,westfield river,westfield river,1996
32,WESTFIELD,W0222,MA32-05,Direct,westfield river,westfield river,1996
32,WESTFIELD,W0223,MA32-05,Direct,westfield river,westfield river,1996
32,WESTFIELD,W0224,MA32-07,Direct,westfield river,westfield river,1996
32,WESTFIELD,W0225,MA32-07,Direct,westfield river,westfield river,1996
32,WESTFIELD,W0226,MA32-07,Direct,westfield river,westfield river,1996
32,WESTFIELD,W0227,MA32-07,Direct,westfield river,westfield river,1996
32,WESTFIELD,W0228,MA32-27,Direct,miller brook,miller brook,1996
32,WESTFIELD,W0229,MA32-28,Direct,white brook,white brook,1996
32,WESTFIELD,W0230,MA32-29,Direct,paucatuck brook,paucatuck brook,1996
32,WESTFIELD,W0231,MA32-25,Direct,great brook,great brook,1996
32,WESTFIELD,W0232,MA32-25,Direct,great brook,great brook,1996
32,WESTFIELD,W0233,MA32-25,Direct,great brook,great brook,1996
32,WESTFIELD,W0234,MA32-09,Direct,powdermill brook,powdermill brook,1996
32,WESTFIELD,W0235,MA32-09,Direct,powdermill brook,powdermill brook,1996
32,WESTFIELD,W0236,MA32-24,Direct,pond brook,pond brook,1996
32,WESTFIELD,W0237,MA32-36,Direct,little river,little river,1996
32,WESTFIELD,W0238,MA32-08,Direct,little river,little river,1996
32,WESTFIELD,W0239,MA32-08,Indirect,little river, ,1996
32,WESTFIELD,W0240,MA32-34,Direct,dickinson brook,dickinson brook,1996
32,WESTFIELD,W0241,MA32-33,Direct,bedlam brook,bedlam brook,1996
32,WESTFIELD,W0242,MA32-41,Direct,moose meadow brook,moose meadow brook,1996
32,WESTFIELD,W0243,MA32-41,Direct,moose meadow brook,moose meadow brook,1996
32,WESTFIELD,W0244,MA32-22,Direct,potash brook,potash brook,1996
32,WESTFIELD,W0245,MA32-21,Direct,bradley brook,bradley brook,1996
32,WESTFIELD,W0246,MA32-21,Direct,bradley brook,bradley brook,1996
32,WESTFIELD,W0247,MA32-30,Direct,roaring brook,roaring brook,1996
32,WESTFIELD,W0248,MA32-01,Direct,west branch westfield river,west branch westfield river,1996
32,WESTFIELD,W0249,MA32-01,Direct,west branch westfield river,west branch westfield river,1996
32,WESTFIELD,W0250,MA32-01,Direct,west branch westfield river,west branch westfield river,1996
32,WESTFIELD,W0251,MA32-01,Direct,west branch westfield river,west branch westfield river,1996
32,WESTFIELD,W0252,MA32-01,Direct,west branch westfield river,west branch westfield river,1996
32,WESTFIELD,W0253,MA32-31,Direct,sanderson brook,sanderson brook,1996
32,WESTFIELD,W0254,MA32-20,Direct,walker brook,walker brook,1996
32,WESTFIELD,W0255,MA32-19,Direct,yokum brook,yokum brook,1996
32,WESTFIELD,W0256,MA32-17,Direct,depot brook,depot brook,1996
32,WESTFIELD,W0257,MA32-18,Direct,shaker mill brook,shaker mill brook,1996
32,WESTFIELD,W0258,MA32-65,Direct,middle branch westfield river,middle branch westfield river,1996
32,WESTFIELD,W0259,MA32-65,Direct,middle branch westfield river,middle branch westfield river,1996
32,WESTFIELD,W0260,MA32-65,Direct,middle branch westfield river,middle branch westfield river,1996
32,WESTFIELD,W0261,MA32-65,Direct,middle branch westfield river,middle branch westfield river,1996
32,WESTFIELD,W0262,MA32-65,Direct,middle branch westfield river,middle branch westfield river,1996
32,WESTFIELD,W0263,MA32-65,Direct,middle branch westfield river,middle branch westfield river,1996
32,WESTFIELD,W0264,MA32-03,Direct,middle branch westfield river,middle branch westfield river,1996
32,WESTFIELD,W0265,MA32-32,Direct,kinne brook,kinne brook,1996
32,WESTFIELD,W0266,MA32-10,Direct,glendale brook,glendale brook,1996
32,WESTFIELD,W0267,MA32-16,Direct,little river,little river,1996
32,WESTFIELD,W0268,MA32-16,Direct,little river,little river,1996
32,WESTFIELD,W0269,MA32-14,Direct,watts stream,watts stream,1996
32,WESTFIELD,W0270,MA32-15,Direct,wards stream,wards stream,1996
32,WESTFIELD,W0271,MA32-13,Direct,west branch,west falls branch,1996
32,WESTFIELD,W0272,MA32-12,Direct,swift river,swift river,1996
32,WESTFIELD,W0273,MA32-11,Direct,meadow brook,meadow brook,1996
33,DEERFIELD,W0274,MA33-28,Indirect,unnamed tributary, ,1996
33,DEERFIELD,W0275,MA33-21,Direct,hinsdale brook,hinsdale brook,1996
33,DEERFIELD,W0276,MA33-22,Direct,shingle brook,shingle brook,1996
33,DEERFIELD,W0277,MA33-20,Direct,dragon brook,dragon brook,1996
33,DEERFIELD,W0278,MA33-20,Direct,dragon brook,dragon brook,1996
33,DEERFIELD,W0279,MA33-17,Direct,bear river,bear river,1996
33,DEERFIELD,W0280,MA33-17,Direct,bear river,bear river,1996
33,DEERFIELD,W0281,MA33-23,Direct,drakes brook,drakes brook,1996
33,DEERFIELD,W0282,MA33-25,Direct,foundry brook,foundry brook,1996
33,DEERFIELD,W0283,MA33-24,Direct,tissdell brook,tissdell brook,1996
33,DEERFIELD,W0284,MA33-15,Direct,clesson brook,clesson brook,1996
33,DEERFIELD,W0285,MA33-16,Direct,clark brook,clark brook,1996
33,DEERFIELD,W0286,MA33-26,Direct,smith brook,smith brook,1996
34,CONNECTICUT,W0287,MA34-68,Direct,roberts meadow brook,roberts meadow brook,1996
34,CONNECTICUT,W0288,MA34-37,Direct,east branch mill river,east branch mill river,1996
34,CONNECTICUT,W0289,MA34-79,Direct,roaring brook,roaring brook,1996
35,MILLERS,W0290,MA35-15,Direct,mormon hollow brook,mormon hollow brook,1996
35,MILLERS,W0291,MA35-16,Direct,keyup brook,keyup brook,1996
35,MILLERS,W0292,MA35-16,Direct,keyup brook,keyup brook,1996
35,MILLERS,W0293,MA35-18,Direct,whetstone brook,whetstone brook,1996
35,MILLERS,W0294,MA35-11,Direct,west branch tully river,west branch tully river,1996
35,MILLERS,W0295,MA35-29,Direct,east branch tully river,east branch tully river,1996
35,MILLERS,W0296,MA35-13,Direct,lawrence brook,lawrence brook,1996
35,MILLERS,W0297,MA35-17,Direct,boyce brook,boyce brook,1996
35,MILLERS,W0298,MA35-07,Direct,otter river,otter river,1996
36,CHICOPEE,W0299,MA36-31,Indirect,unnamed tributary, ,1996
36,CHICOPEE,W0300,MA36-31,Direct,west branch swift river,west branch swift river,1996
36,CHICOPEE,W0301,MA36-33,Direct,middle branch swift river,middle branch swift river,1996
36,CHICOPEE,W0302,MA36-35,Direct,east branch swift river,east branch swift river,1996
36,CHICOPEE,W0303,MA36-35,Indirect,moccasin brook, ,1996
36,CHICOPEE,W0304,MA36-08,Direct,prince river,prince river,1996
53,NARRAGANSETT BAY (SHORE),W0305,MA53-16,Direct,rocky run,rocky run,1996
53,NARRAGANSETT BAY (SHORE),W0306,MA53-07,Direct,west branch (palmer river),west branch palmer river,1996
53,NARRAGANSETT BAY (SHORE),W0307,MA53-08,Direct,east branch (palmer river),east branch palmer river,1996
61,MOUNT HOPE BAY (SHORE),W0308,MA61-10,Direct,cole river,cole river,1996
61,MOUNT HOPE BAY (SHORE),W0309,MA61-01,Indirect,lewin brook, ,1996
62,TAUNTON,W0310,MA62-61,Direct,wading river,wading river,1996
62,TAUNTON,W0311,MA62-40,Direct,rumford river,rumford river,1996
62,TAUNTON,W0312,MA62-37,Direct,forge river,forge river,1996
62,TAUNTON,W0313,MA62-25,Direct,nemasket river,nemasket river,1996
62,TAUNTON,W0314,MA62-25,Direct,nemasket river,nemasket river,1996
62,TAUNTON,W0315,MA62-25,Direct,nemasket river,nemasket river,1996
62,TAUNTON,W0316,MA62-25,Direct,nemasket river,nemasket river,1996
62,TAUNTON,W0317,MA62-25,Direct,nemasket river,nemasket river,1996
62,TAUNTON,W0318,MA62-26,Direct,nemasket river,nemasket river,1996
62,TAUNTON,W0319,MA62-26,Direct,nemasket river,nemasket river,1996
62,TAUNTON,W0320,MA62-72,Direct,fall brook,fall brook,1996
81,NASHUA,W0321,MA81-11,Direct,whitman river,whitman river,1996
82,CONCORD (SuAsCo),W0322,MA82109,Direct,walden pond,walden pond,1996
82,CONCORD (SuAsCo),W0323,MA82B-22,Direct,coles brook,coles brook,1996
82,CONCORD (SuAsCo),W0324,MA82B-32,Direct,unnamed tributary,unnamed tributary,1996
82,CONCORD (SuAsCo),W0325,MA82B-13,Indirect,unnamed tributary, ,1996
82,CONCORD (SuAsCo),W0326,MA82B-13,Direct,fort pond brook,fort pond brook,1996
82,CONCORD (SuAsCo),W0327,MA82B-13,Direct,fort pond brook,fort pond brook,1996
82,CONCORD (SuAsCo),W0328,MA82B-13,Direct,fort pond brook,fort pond brook,1996
82,CONCORD (SuAsCo),W0329,MA82B-14,Direct,nashoba brook,nashoba brook,1996
82,CONCORD (SuAsCo),W0330,MA82B-08,Direct,taylor brook,taylor brook,1996
94,SOUTH COASTAL,W0331,MA94-08,Indirect,furnace brook/furnace pond, ,1996
94,SOUTH COASTAL,W0332,MA94-35,Direct,unnamed tributary,unnamed tributary,1996
94,SOUTH COASTAL,W0333,MA94-35,Direct,unnamed tributary,unnamed tributary,1996
94,SOUTH COASTAL,W0334,MA94-08,Indirect,furnace brook, ,1996
94,SOUTH COASTAL,W0335,MA94-08,Indirect,furnace brook, ,1996
94,SOUTH COASTAL,W0336,MA94-08,Indirect,furnace brook, ,1996
94,SOUTH COASTAL,W0337,MA94-10,Direct,green harbor river,green harbor river,1996
94,SOUTH COASTAL,W0338,MA94-37,Direct,eel river,eel river,1996
94,SOUTH COASTAL,W0339,MA94-38,Direct,eel river,eel river,1996
94,SOUTH COASTAL,W0340,MA94-38,Direct,eel river,eel river,1996
94,SOUTH COASTAL,W0341,MA94-38,Direct,eel river,eel river,1996
95,BUZZARDS BAY,W0342,MA95-57,Direct,unnamed tributary,unnamed tributary,1996
95,BUZZARDS BAY,W0343,MA95-36,Direct,mattapoisett river,mattapoisett river,1996
95,BUZZARDS BAY,W0344,MA95-58,Direct,bread and cheese brook,bread and cheese brook,1996
95,BUZZARDS BAY,W0345,MA95-12,Direct,shingle island river,shingle island river,1996
32,WESTFIELD,W0346,MA32-59,Direct,munn brook,munn brook,1996
31,FARMINGTON,W0347,MA31003,Direct,benton pond,benton pond,1996
31,FARMINGTON,W0348,MA31036,Direct,shaw pond,shaw pond,1996
31,FARMINGTON,W0349,MA31036,Direct,shaw pond,shaw pond,1996
31,FARMINGTON,W0350,MA31-09,Direct,unnamed tributary,unnamed tributary,1996
31,FARMINGTON,W0351,MA31-09,Direct,unnamed tributary,unnamed tributary,1996
31,FARMINGTON,W0352,MA31016,Indirect,unnamed tributary, ,1996
83,SHAWSHEEN,W0353,MA83-06,Direct,vine brook,vine brook,1995
83,SHAWSHEEN,W0354,MA83-10,Direct,kiln brook,kiln brook,1995
83,SHAWSHEEN,W0355,MA83-24,Direct,elm brook,elm brook,1995
83,SHAWSHEEN,W0356,MA83-06,Direct,vine brook,vine brook,1995
83,SHAWSHEEN,W0357,MA83-06,Direct,vine brook,vine brook,1995
35,MILLERS,W0358,MA35-08,Indirect,otter river, ,1995
35,MILLERS,W0359,MA35-02,Direct,millers river,millers river,1995
35,MILLERS,W0360,MA35-10,Direct,priest brook,priest brook,1995
33,DEERFIELD,W0361,MA33-14,Direct,mill brook,mill brook,1995
33,DEERFIELD,W0362,MA33-18,Direct,davis mine brook,davis mine brook,1995
33,DEERFIELD,W0363,MA33-14,Direct,mill brook,mill brook,1995
33,DEERFIELD,W0364,MA33-18,Indirect,davis mine brook, ,1995
33,DEERFIELD,W0365,MA33-18,Direct,davis mine brook,davis mine brook,1995
33,DEERFIELD,W0366,MA33-18,Direct,davis mine brook,davis mine brook,1995
31,FARMINGTON,W0367,MA31-09,Indirect,unnamed tributary, ,1996
62,TAUNTON,W0369,MA62-25,Direct,nemasket river,nemasket river,1996
52,TEN MILE,W0370,MA52-06,Indirect,bungay river, ,1997
21,HOUSATONIC,W0371,MA21-26,Direct,konkapot river,konkapot river,1997
21,HOUSATONIC,W0372,MA21-26,Direct,konkapot river,konkapot river,1997
21,HOUSATONIC,W0373,MA21-25,Direct,konkapot river,konkapot river,1997
21,HOUSATONIC,W0374,MA21-25,Direct,konkapot river,konkapot river,1997
21,HOUSATONIC,W0375,MA21-25,Direct,konkapot river,konkapot river,1997
21,HOUSATONIC,W0376,MA21-25,Direct,konkapot river,konkapot river,1997
21,HOUSATONIC,W0377,MA21-25,Direct,konkapot river,konkapot river,1997
21,HOUSATONIC,W0378,MA21-25,Direct,konkapot river,konkapot river,1997
21,HOUSATONIC,W0379,MA21-25,Direct,konkapot river,konkapot river,1997
21,HOUSATONIC,W0380,MA21-25,Direct,konkapot river,konkapot river,1997
21,HOUSATONIC,W0381,MA21-25,Direct,konkapot river,konkapot river,1997
21,HOUSATONIC,W0382,MA21-25,Direct,konkapot river,konkapot river,1997
72,CHARLES,W0383,MA72-36,Direct,charles river,charles river,1997
72,CHARLES,W0384,MA72-07,Direct,charles river,charles river,1997
72,CHARLES,W0385,MA72-30,Direct,unnamed tributary,unnamed tributary,1997
72,CHARLES,W0386,MA72-29,Direct,cheese cake brook,cheese cake brook,1997
72,CHARLES,W0387,MA72-29,Direct,cheese cake brook,cheese cake brook,1997
72,CHARLES,W0388,MA72-29,Indirect,cheese cake brook, ,1997
72,CHARLES,W0389,MA72-29,Indirect,cheese cake brook, ,1997
