DWM_CODE,DWM_NAME,UniqueID,AU_ID,Sta2AUPos,caseWtrBdy,caseAUname,establish
33,DEERFIELD,W0765,MA33017,Direct,plainfield pond,plainfield pond,2000
33,DEERFIELD,W0766,MA33016,Direct,pelham lake,pelham lake,2000
51,BLACKSTONE,W0767,MA51-04,Direct,blackstone river,blackstone river,2000
35,MILLERS,W0768,MA35101,Direct,millers river/whitney pond,whitney pond,2000
95,BUZZARDS BAY,W0769,MA95166,Indirect,unnamed tributary, ,2000
95,BUZZARDS BAY,W0770,MA95166,Indirect,unnamed tributary, ,2000
95,BUZZARDS BAY,W0771,MA95166,Indirect,unnamed tributary, ,2000
95,BUZZARDS BAY,W0772,MA95166,Indirect,unnamed tributary, ,2000
95,BUZZARDS BAY,W0773,MA95-74,Indirect,unnamed tributary, ,2000
95,BUZZARDS BAY,W0774,MA95151,Direct,turner pond,turner pond,2000
95,BUZZARDS BAY,W0775,MA95151,Direct,turner pond,turner pond,2000
95,BUZZARDS BAY,W0776,MA95115,Direct,wankinco river/parker mills pond,parker mills pond,2000
95,BUZZARDS BAY,W0777,MA95115,Indirect,unnamed tributary, ,2000
95,BUZZARDS BAY,W0778,MA95115,Indirect,unnamed tributary, ,2000
95,BUZZARDS BAY,W0779,MA95115,Indirect,rose brook, ,2000
95,BUZZARDS BAY,W0780,MA95112,Direct,new long pond,new long pond,2000
95,BUZZARDS BAY,W0781,MA95110,Direct,new bedford reservoir,new bedford reservoir,2000
95,BUZZARDS BAY,W0782,MA95110,Direct,new bedford reservoir,new bedford reservoir,2000
95,BUZZARDS BAY,W0783,MA95110,Direct,new bedford reservoir,new bedford reservoir,2000
95,BUZZARDS BAY,W0784,MA95110,Indirect,keene river, ,2000
95,BUZZARDS BAY,W0785,MA95110,Indirect,unnamed tributary, ,2000
95,BUZZARDS BAY,W0786,MA95110,Indirect,unnamed tributary, ,2000
95,BUZZARDS BAY,W0787,MA95110,Indirect,unnamed tributary, ,2000
95,BUZZARDS BAY,W0788,MA95110,Indirect,unnamed tributary, ,2000
95,BUZZARDS BAY,W0789,MA95110,Indirect,unnamed tributary, ,2000
95,BUZZARDS BAY,W0790,MA95033,Direct,crane brook bog pond,crane brook bog pond,2000
95,BUZZARDS BAY,W0791,MA95033,Indirect,unnamed tributary, ,2000
97,ISLANDS,W0793,MA97028,Direct,gibbs pond,gibbs pond,2000
97,ISLANDS,W0794,MA97028,Indirect,unnamed tributary, ,2000
97,ISLANDS,W0795,MA97097,Direct,tom nevers pond,tom nevers pond,2000
97,ISLANDS,W0796,MA97097,Indirect,phillips run, ,2000
97,ISLANDS,W0797,MA97097,Indirect,unnamed tributary, ,2000
97,ISLANDS,W0798,MA97097,Indirect,phillips run, ,2000
83,SHAWSHEEN,W0799,MA83010,Direct,long pond,long pond,2000
83,SHAWSHEEN,W0800,MA83005,Direct,fosters pond,fosters pond,2000
83,SHAWSHEEN,W0801,MA83005,Direct,fosters pond,fosters pond,2000
92,IPSWICH,W0802,MA92015,Direct,devils dishfull pond,devils dishfull pond,2000
92,IPSWICH,W0803,MA92013,Direct,crystal pond,crystal pond,2000
32,WESTFIELD,W0804,MA32-25,Direct,great brook,great brook,2001
32,WESTFIELD,W0805,MA32-09,Direct,powdermill brook,powdermill brook,2001
32,WESTFIELD,W0806,MA32-07,Indirect,block brook, ,2001
32,WESTFIELD,W0807,MA32-05,Direct,westfield river,westfield river,2001
32,WESTFIELD,W0808,MA32-08,Direct,little river,little river,2001
32,WESTFIELD,W0809,MA32-41,Direct,moose meadow brook,moose meadow brook,2001
32,WESTFIELD,W0810,MA32-05,Direct,westfield river,westfield river,2001
32,WESTFIELD,W0812,MA32-41,Direct,moose meadow brook,moose meadow brook,2001
62,TAUNTON,W0813,MA62-10,Direct,satucket river,satucket river,2001
62,TAUNTON,W0814,MA62-10,Direct,satucket river,satucket river,2001
62,TAUNTON,W0815,MA62-10,Direct,satucket river,satucket river,2001
62,TAUNTON,W0816,MA62-44,Direct,cedar swamp river,cedar swamp river,2001
62,TAUNTON,W0817,MA62-19,Direct,assonet river,assonet river,2001
62,TAUNTON,W0818,MA62-19,Direct,assonet river,assonet river,2001
62,TAUNTON,W0819,MA62-47,Direct,wading river,wading river,2001
62,TAUNTON,W0820,MA62-63,Direct,rumford river,rumford river,2001
62,TAUNTON,W0821,MA62-56,Direct,threemile river,three mile river,2001
62,TAUNTON,W0822,MA62-40,Direct,rumford river,rumford river,2001
62,TAUNTON,W0823,MA62-60,Direct,wading river,wading river,2001
62,TAUNTON,W0824,MA62-42,Direct,unnamed tributary,unnamed tributary,2001
62,TAUNTON,W0825,MA62-20,Indirect,unnamed tributary, ,2001
62,TAUNTON,W0826,MA62-45,Direct,rattlesnake brook,rattlesnake brook,2001
62,TAUNTON,W0827,MA62-20,Indirect,unnamed tributary, ,2001
62,TAUNTON,W0828,MA62-45,Indirect,terry brook, ,2001
62,TAUNTON,W0829,MA62-14,Direct,robinson brook,robinson brook,2001
62,TAUNTON,W0830,MA62-64,Direct,canoe river,canoe river,2001
62,TAUNTON,W0831,MA62-60,Indirect,hodges brook, ,2001
82,CONCORD (SuAsCo),W0832,MA82A-01,Direct,sudbury river,sudbury river,2001
82,CONCORD (SuAsCo),W0833,MA82A-11,Direct,whitehall brook,whitehall brook,2001
82,CONCORD (SuAsCo),W0834,MA82A-25,Direct,sudbury river,sudbury river,2001
82,CONCORD (SuAsCo),W0835,MA82A-25,Direct,sudbury river,sudbury river,2001
82,CONCORD (SuAsCo),W0836,MA82A-24,Direct,indian brook,indian brook,2001
82,CONCORD (SuAsCo),W0837,MA82A-25,Indirect,cold spring brook, ,2001
82,CONCORD (SuAsCo),W0838,MA82A-25,Direct,sudbury river,sudbury river,2001
82,CONCORD (SuAsCo),W0839,MA82A-13,Direct,eames brook,eames brook,2001
82,CONCORD (SuAsCo),W0840,MA82A-26,Direct,sudbury river,sudbury river,2001
82,CONCORD (SuAsCo),W0841,MA82A-22,Direct,unnamed tributary,unnamed tributary,2001
82,CONCORD (SuAsCo),W0842,MA82A-22,Direct,unnamed tributary,unnamed tributary,2001
82,CONCORD (SuAsCo),W0843,MA82B-07,Direct,assabet river,assabet river,2001
82,CONCORD (SuAsCo),W0844,MA82A-04,Direct,sudbury river,sudbury river,2001
82,CONCORD (SuAsCo),W0845,MA82A-20,Direct,mill brook,mill brook,2001
82,CONCORD (SuAsCo),W0846,MA82A-19,Direct,pantry brook,pantry brook,2001
82,CONCORD (SuAsCo),W0847,MA82A-04,Direct,sudbury river,sudbury river,2001
82,CONCORD (SuAsCo),W0848,MA82A-04,Direct,sudbury river,sudbury river,2001
82,CONCORD (SuAsCo),W0849,MA82A-06,Direct,hop brook,hop brook,2001
82,CONCORD (SuAsCo),W0850,MA82A-03,Direct,sudbury river,sudbury river,2001
82,CONCORD (SuAsCo),W0851,MA82A-14,Direct,pine brook,pine brook,2001
62,TAUNTON,W0852,MA62-45,Direct,rattlesnake brook,rattlesnake brook,2001
82,CONCORD (SuAsCo),W0853,MA82A-24,Direct,indian brook,indian brook,2001
82,CONCORD (SuAsCo),W0855,MA82A-04,Direct,sudbury river,sudbury river,2001
62,TAUNTON,W0856,MA62-60,Indirect,unnamed tributary, ,2001
32,WESTFIELD,W0857,MA32-07,Direct,westfield river,westfield river,2001
62,TAUNTON,W0858,MA62-61,Direct,wading river,wading river,2001
62,TAUNTON,W0859,MA62-40,Direct,rumford river,rumford river,2001
62,TAUNTON,W0860,MA62-19,Direct,assonet river,assonet river,2001
62,TAUNTON,W0861,MA62-42,Direct,unnamed tributary,unnamed tributary,2001
62,TAUNTON,W0862,MA62-19,Indirect,quaker brook, ,2001
62,TAUNTON,W0863,MA62-60,Direct,wading river,wading river,2001
62,TAUNTON,W0864,MA62-45,Direct,rattlesnake brook,rattlesnake brook,2001
62,TAUNTON,W0865,MA62141,Indirect,unnamed tributary, ,2001
62,TAUNTON,W0866,MA62162,Direct,robbins pond,robbins pond,2001
62,TAUNTON,W0867,MA62-10,Indirect,black brook, ,2001
62,TAUNTON,W0868,MA62-33,Direct,shumatuscacant river,shumatuscacant river,2001
62,TAUNTON,W0869,MA62-34,Direct,poor meadow brook,poor meadow brook,2001
62,TAUNTON,W0870,MA62-61,Direct,wading river,wading river,2001
62,TAUNTON,W0871,MA62-60,Direct,wading river,wading river,2001
62,TAUNTON,W0872,MA62-60,Direct,wading river,wading river,2001
62,TAUNTON,W0873,MA62-47,Direct,wading river,wading river,2001
62,TAUNTON,W0874,MA62-47,Direct,wading river,wading river,2001
62,TAUNTON,W0875,MA62-47,Direct,wading river,wading river,2001
94,SOUTH COASTAL,W0876,MA94-28,Direct,aaron river,aaron river,2001
93,NORTH COASTAL,W0877,MA93-50,Direct,shute brook,shute brook,2002
93,NORTH COASTAL,W0878,MA93-48,Direct,bennetts pond brook,bennetts pond brook,2002
93,NORTH COASTAL,W0879,MA93-45,Direct,alewife brook,alewife brook,2002
93,NORTH COASTAL,W0880,MA93-51,Direct,unnamed tributary,unnamed tributary,2002
93,NORTH COASTAL,W0881,MA93-36,Direct,frost fish brook,frost fish brook,2002
93,NORTH COASTAL,W0882,MA93-34,Direct,saugus river,saugus river,2002
93,NORTH COASTAL,W0883,MA93-35,Direct,saugus river,saugus river,2002
93,NORTH COASTAL,W0884,MA93-01,Direct,waters river,waters river,2002
93,NORTH COASTAL,W0885,MA93-10,Direct,forest river,forest river,2002
93,NORTH COASTAL,W0886,MA93-09,Direct,danvers river,danvers river,2002
93,NORTH COASTAL,W0887,MA93-39,Direct,proctor brook,proctor brook,2002
93,NORTH COASTAL,W0888,MA93-47,Direct,causeway brook,causeway brook,2002
93,NORTH COASTAL,W0889,MA93-29,Direct,cat brook,cat brook,2002
93,NORTH COASTAL,W0890,MA93-11,Direct,essex river,essex river,2002
93,NORTH COASTAL,W0891,MA93-28,Direct,mill river,mill river,2002
93,NORTH COASTAL,W0892,MA93-44,Direct,saugus river,saugus river,2002
94,SOUTH COASTAL,W0893,MA94-30,Direct,bluefish river,bluefish river,2001
94,SOUTH COASTAL,W0894,MA94-61,Direct,unnamed tributary,unnamed tributary,2001
94,SOUTH COASTAL,W0895,MA94-21,Direct,drinkwater river,drinkwater river,2001
94,SOUTH COASTAL,W0896,MA94152,Direct,first herring brook/tack factory pond,tack factory pond,2001
94,SOUTH COASTAL,W0897,MA94-03,Direct,french stream,french stream,2001
94,SOUTH COASTAL,W0898,MA94-03,Direct,french stream,french stream,2001
94,SOUTH COASTAL,W0899,MA94-03,Direct,french stream,french stream,2001
52,TEN MILE,W0900,MA52-08,Direct,sevenmile river,sevenmile river,2002
52,TEN MILE,W0901,MA52-06,Direct,bungay river,bungay river,2002
52,TEN MILE,W0902,MA52022,Direct,ten mile river,james v. turner reservoir,2002
52,TEN MILE,W0903,MA52-03,Direct,ten mile river,ten mile river,2002
52,TEN MILE,W0904,MA52-02,Direct,ten mile river,ten mile river,2002
52,TEN MILE,W0905,MA52-01,Direct,ten mile river,ten mile river,2002
94,SOUTH COASTAL,W0906,MA94-03,Direct,french stream,french stream,2001
94,SOUTH COASTAL,W0907,MA94-03,Indirect,unnamed tributary, ,2001
94,SOUTH COASTAL,W0908,MA94-22,Direct,indian head river,indian head river,2001
94,SOUTH COASTAL,W0909,MA94-04,Direct,indian head river,indian head river,2001
94,SOUTH COASTAL,W0910,MA94-24,Direct,iron mine brook,iron mine brook,2001
94,SOUTH COASTAL,W0911,MA94-14,Direct,jones river,jones river,2001
94,SOUTH COASTAL,W0912,MA94-13,Direct,jones river,jones river,2001
94,SOUTH COASTAL,W0913,MA94-12,Direct,jones river,jones river,2001
94,SOUTH COASTAL,W0914,MA94-12,Direct,jones river/jones river pond,jones river,2001
94,SOUTH COASTAL,W0915,MA94-05,Direct,north river,north river,2001
94,SOUTH COASTAL,W0916,MA94-05,Direct,north river,north river,2001
94,SOUTH COASTAL,W0917,MA94-05,Direct,north river,north river,2001
94,SOUTH COASTAL,W0918,MA94-26,Direct,second herring brook,second herring brook,2001
94,SOUTH COASTAL,W0919,MA94-09,Direct,south river,south river,2001
94,SOUTH COASTAL,W0920,MA94-08,Direct,south river,south river,2001
94,SOUTH COASTAL,W0921,MA94-08,Direct,south river,south river,2001
94,SOUTH COASTAL,W0922,MA94-27,Direct,third herring brook,third herring brook,2001
32,WESTFIELD,W0923,MA32021,Direct,congamond lakes,congamond lakes,2001
32,WESTFIELD,W0924,MA32022,Direct,congamond lakes,congamond lakes,2001
32,WESTFIELD,W0925,MA32023,Direct,congamond lakes,congamond lakes,2001
62,TAUNTON,W0926,MA62119,Direct,monponsett pond,"monponsett pond, west basin",2001
62,TAUNTON,W0927,MA62119,Indirect,unnamed tributary, ,2001
62,TAUNTON,W0928,MA62119,Indirect,white oak brook, ,2001
62,TAUNTON,W0929,MA62119,Indirect,unnamed tributary, ,2001
62,TAUNTON,W0930,MA62218,Direct,monponsett pond,"monponsett pond, east basin",2001
62,TAUNTON,W0931,MA62218,Indirect,stetson brook, ,2001
62,TAUNTON,W0932,MA62218,Indirect,unnamed tributary, ,2001
94,SOUTH COASTAL,W0933,MA94091,Direct,lower chandler pond,lower chandler pond,2001
94,SOUTH COASTAL,W0934,MA94-49,Direct,indian head brook,indian head brook,2001
94,SOUTH COASTAL,W0935,MA94168,Direct,indian head brook/wampatuck pond,wampatuck pond,2001
94,SOUTH COASTAL,W0936,MA94168,Indirect,unnamed tributary, ,2001
94,SOUTH COASTAL,W0937,MA94168,Indirect,unnamed tributary, ,2001
82,CONCORD (SuAsCo),W0938,MA82004,Direct,assabet river reservoir,assabet river reservoir,2001
82,CONCORD (SuAsCo),W0939,MA82004,Direct,assabet river reservoir,assabet river reservoir,2001
62,TAUNTON,W0940,MA62001,Direct,ames long pond,ames long pond,2001
94,SOUTH COASTAL,W0941,MA94077,Direct,jacobs pond,jacobs pond,2001
82,CONCORD (SuAsCo),W0942,MA82120,Direct,whitehall reservoir,whitehall reservoir,2001
82,CONCORD (SuAsCo),W0943,MA82120,Direct,whitehall reservoir,whitehall reservoir,2001
82,CONCORD (SuAsCo),W0944,MA82058,Direct,heard pond,heard pond,2001
82,CONCORD (SuAsCo),W0945,MA82122,Direct,willis lake,willis pond,2001
82,CONCORD (SuAsCo),W0946,MA82035,Direct,farm pond,farm pond,2001
62,TAUNTON,W0947,MA62205,Direct,watson pond,watson pond,2001
62,TAUNTON,W0948,MA62166,Direct,lake sabbatia,lake sabbatia,2001
62,TAUNTON,W0949,MA62-28,Direct,snake river,snake river,2001
62,TAUNTON,W0950,MA62208,Direct,west meadow brook/west meadow pond,west meadow pond,2001
94,SOUTH COASTAL,W0951,MA94-33,Direct,musquashcut pond,musquashcut pond,2001
94,SOUTH COASTAL,W0952,MA94-33,Indirect,unnamed tributary, ,2001
94,SOUTH COASTAL,W0953,MA94113,Direct,old oaken bucket pond,old oaken bucket pond,2001
94,SOUTH COASTAL,W0954,MA94-21,Direct,drinkwater river/forge pond,drinkwater river,2001
94,SOUTH COASTAL,W0956,MA94-21,Direct,drinkwater river,drinkwater river,2001
21,HOUSATONIC,W0957,MA21014,Direct,lake buel,lake buel,2002
52,TEN MILE,W0958,MA52013,Direct,ten mile river/falls pond,"falls pond, north basin",2002
52,TEN MILE,W0959,MA52-03,Direct,ten mile river/farmers pond,ten mile river,2002
52,TEN MILE,W0960,MA52-03,Direct,ten mile river/mechanics pond,ten mile river,2002
52,TEN MILE,W0961,MA52-03,Direct,ten mile river/dodgeville pond,ten mile river,2002
52,TEN MILE,W0962,MA52022,Direct,ten mile river/james v. turner reservoir,james v. turner reservoir,2002
52,TEN MILE,W0963,MA52006,Direct,ten mile river/central pond,central pond,2002
52,TEN MILE,W0964,MA52006,Direct,ten mile river,central pond,2002
93,NORTH COASTAL,W0965,MA93056,Direct,pillings pond,pillings pond,2002
93,NORTH COASTAL,W0966,MA93016,Direct,coy pond,coy pond,2002
93,NORTH COASTAL,W0967,MA93089,Direct,west pond,west pond,2002
93,NORTH COASTAL,W0968,MA93003,Direct,beck pond,beck pond,2002
72,CHARLES,W0969,MA72122,Direct,uncas pond,uncas pond,2002
72,CHARLES,W0970,MA72092,Direct,lake pearl,lake pearl,2002
72,CHARLES,W0971,MA72078,Direct,mirror lake,mirror lake,2002
72,CHARLES,W0972,MA72131,Direct,weld pond,weld pond,2002
72,CHARLES,W0973,MA72052,Direct,jamaica pond,jamaica pond,2002
11,HUDSON: Hoosic,W0974,MA11002,Direct,cheshire reservoir,"cheshire reservoir, north basin",2002
11,HUDSON: Hoosic,W0975,MA11018,Direct,cheshire reservoir,"cheshire reservoir, middle basin",2002
11,HUDSON: Hoosic,W0976,MA11019,Direct,cheshire reservoir,"cheshire reservoir, south basin",2002
72,CHARLES,W0977,MA72044,Direct,hammond pond,hammond pond,2002
72,CHARLES,W0978,MA72017,Direct,chandler pond,chandler pond,2002
35,MILLERS,W0979,MA35029,Direct,hilchey pond,hilchey pond,2002
35,MILLERS,W0980,MA35007,Direct,bents pond,bents pond,2002
52,TEN MILE,W0981,MA52-03,Indirect,ten mile river, ,2002
52,TEN MILE,W0982,MA52-03,Indirect,ten mile river, ,2002
52,TEN MILE,W0983,MA52006,Direct,ten mile river/james v. turner reservoir,central pond,2002
52,TEN MILE,W0984,MA52006,Direct,ten mile river,central pond,2002
93,NORTH COASTAL,W0985,MA93056,Direct,pillings pond,pillings pond,2002
72,CHARLES,W0986,MA72052,Indirect,jamaica pond, ,2002
83,SHAWSHEEN,W0987,MA83-04,Direct,rogers brook,rogers brook,2000
83,SHAWSHEEN,W0988,MA83011,Direct,shawsheen river/lowell junction pond,ballardvale impoundment,2000
83,SHAWSHEEN,W0989,MA83-04,Direct,rogers brook,rogers brook,2000
81,NASHUA,W0990,MA81-01,Direct,north nashua river,north nashua river,2003
81,NASHUA,W0991,MA81-12,Direct,unnamed tributary,phillips brook,2003
81,NASHUA,W0992,MA81-11,Direct,whitman river,whitman river,2003
81,NASHUA,W0993,MA81-03,Direct,north nashua river,north nashua river,2003
81,NASHUA,W0994,MA81-13,Direct,monoosnoc brook,monoosnoc brook,2003
81,NASHUA,W0995,MA81-60,Direct,still river,still river,2003
81,NASHUA,W0996,MA81-16,Direct,catacoonamug brook,catacoonamug brook,2003
81,NASHUA,W0997,MA81-17,Direct,nonacoicus brook,nonacoicus brook,2003
81,NASHUA,W0998,MA81-37,Direct,mulpus brook,mulpus brook,2003
81,NASHUA,W0999,MA81-19,Direct,squannacook river,squannacook river,2003
81,NASHUA,W1000,MA81-20,Direct,james brook,james brook,2003
81,NASHUA,W1001,MA81-05,Direct,nashua river,nashua river,2003
81,NASHUA,W1002,MA81-18,Direct,squannacook river,squannacook river,2003
81,NASHUA,W1003,MA81-18,Direct,squannacook river,squannacook river,2003
36,CHICOPEE,W1004,MA36130,Direct,quaboag pond,quaboag pond,2003
36,CHICOPEE,W1005,MA36131,Direct,quacumquasit pond,quacumquasit pond,2003
36,CHICOPEE,W1006,MA36-03,Direct,ware river,ware river,2003
36,CHICOPEE,W1007,MA36-04,Direct,ware river,ware river,2003
36,CHICOPEE,W1008,MA36-05,Direct,ware river,ware river,2003
36,CHICOPEE,W1009,MA36-05,Direct,ware river,ware river,2003
36,CHICOPEE,W1010,MA36-14,Direct,quaboag river,quaboag river,2003
36,CHICOPEE,W1011,MA36-15,Direct,quaboag river,quaboag river,2003
36,CHICOPEE,W1012,MA36-09,Direct,swift river,swift river,2003
36,CHICOPEE,W1013,MA36-10,Direct,swift river,swift river,2003
36,CHICOPEE,W1014,MA36-07,Direct,ware river,ware river,2003
36,CHICOPEE,W1015,MA36-17,Direct,quaboag river,quaboag river,2003
36,CHICOPEE,W1016,MA36-13,Direct,east brookfield river,east brookfield river,2003
51,BLACKSTONE,W1017,MA51-03,Direct,blackstone river,blackstone river,2003
51,BLACKSTONE,W1018,MA51-09,Direct,quinsigamond river,quinsigamond river,2003
51,BLACKSTONE,W1019,MA51-12,Direct,west river,west river,2003
51,BLACKSTONE,W1020,MA51-14,Direct,mumford river,mumford river,2003
51,BLACKSTONE,W1021,MA51-35,Direct,mill river,mill river,2003
51,BLACKSTONE,W1022,MA51-18,Direct,peters river,peters river,2003
51,BLACKSTONE,W1023,MA51-06,Direct,blackstone river,blackstone river,2003
51,BLACKSTONE,W1024,MA51-08,Direct,unnamed tributary,unnamed tributary,2003
51,BLACKSTONE,W1025,MA51-14,Direct,mumford river,mumford river,2003
36,CHICOPEE,W1026,MA36-40,Direct,abbey brook,abbey brook,2003
36,CHICOPEE,W1027,MA36-39,Direct,unnamed tributary,unnamed tributary,2003
36,CHICOPEE,W1028,MA36-38,Direct,unnamed tributary,cooley brook,2003
36,CHICOPEE,W1029,MA36-41,Direct,fuller brook,fuller brook,2003
36,CHICOPEE,W1030,MA36-42,Direct,higher brook,higher brook,2003
36,CHICOPEE,W1031,MA36-24,Direct,chicopee river,chicopee river,2003
36,CHICOPEE,W1032,MA36-23,Direct,chicopee river,chicopee river,2003
36,CHICOPEE,W1033,MA36-22,Direct,chicopee river,chicopee river,2003
36,CHICOPEE,W1034,MA36-20,Indirect,cranberry river, ,2003
36,CHICOPEE,W1035,MA36-20,Direct,cranberry river,cranberry river,2003
36,CHICOPEE,W1036,MA36-11,Direct,sevenmile river,sevenmile river,2003
36,CHICOPEE,W1037,MA36-12,Direct,sevenmile river,sevenmile river,2003
36,CHICOPEE,W1038,MA36-13,Direct,east brookfield river,east brookfield river,2003
36,CHICOPEE,W1039,MA36-28,Direct,forget-me-not brook,forget-me-not brook,2003
36,CHICOPEE,W1040,MA36-18,Direct,forget-me-not brook,forget-me-not brook,2003
36,CHICOPEE,W1041,MA36-14,Direct,quaboag river,quaboag river,2003
36,CHICOPEE,W1042,MA36-19,Direct,dunn brook,dunn brook,2003
36,CHICOPEE,W1043,MA36131,Indirect,unnamed tributary, ,2003
34,CONNECTICUT,W1044,MA34-02,Direct,connecticut river,connecticut river,2003
34,CONNECTICUT,W1045,MA34-04,Direct,connecticut river,connecticut river,2003
34,CONNECTICUT,W1046,MA34-04,Direct,connecticut river,connecticut river,2003
34,CONNECTICUT,W1047,MA34-05,Direct,connecticut river,connecticut river,2003
34,CONNECTICUT,W1048,MA34-41,Direct,sawmill river,sawmill river,2003
51,BLACKSTONE,W1049,MA51163,Direct,sutton falls,sutton falls,2003
34,CONNECTICUT,W1050,MA34-25,Direct,mill river,mill river,2003
34,CONNECTICUT,W1051,MA34-27,Direct,fort river,fort river,2003
34,CONNECTICUT,W1052,MA34-07,Direct,bachelor brook,bachelor brook,2003
34,CONNECTICUT,W1053,MA34-19,Direct,stony brook,stony brook,2003
34,CONNECTICUT,W1054,MA34-23,Direct,weston brook,weston brook,2003
34,CONNECTICUT,W1055,MA34-06,Direct,lampson brook,lampson brook,2003
34,CONNECTICUT,W1056,MA34-37,Direct,east branch mill river,east branch mill river,2003
34,CONNECTICUT,W1057,MA34-39,Direct,west branch mill river,west branch mill river,2003
34,CONNECTICUT,W1059,MA34-28,Direct,mill river,mill river,2003
51,BLACKSTONE,W1060,MA51-04,Indirect,blackstone river, ,2003
34,CONNECTICUT,W1061,MA34-24,Direct,mill river,mill river,2003
51,BLACKSTONE,W1062,MA51-13,Direct,mumford river,mumford river,2003
34,CONNECTICUT,W1063,MA34-36,Direct,bloody brook,bloody brook,2003
34,CONNECTICUT,W1064,MA34-11,Direct,manhan river,manhan river,2003
34,CONNECTICUT,W1065,MA34-11,Direct,manhan river,manhan river,2003
51,BLACKSTONE,W1066,MA51-05,Direct,blackstone river,blackstone river,2003
34,CONNECTICUT,W1068,MA34051,Direct,metacomet lake,metacomet lake,2003
51,BLACKSTONE,W1073,MA51-11,Direct,west river,west river,2003
81,NASHUA,W1074,MA81-06,Direct,nashua river/pepperell pond,nashua river,2003
21,HOUSATONIC,W1075,MA21040,Direct,lake garfield,lake garfield,2003
21,HOUSATONIC,W1076,MA21057,Direct,laurel lake,laurel lake,2003
21,HOUSATONIC,W1077,MA21065,Direct,mansfield pond,mansfield pond,2003
21,HOUSATONIC,W1078,MA21084,Direct,prospect lake,prospect lake,2003
32,WESTFIELD,W1079,MA32079,Direct,yokum pond,yokum pond,2003
34,CONNECTICUT,W1080,MA34093,Direct,upper highland lake,upper highland lake,2003
35,MILLERS,W1081,MA35035,Direct,laurel lake,laurel lake,2003
35,MILLERS,W1082,MA35070,Direct,lake rohunta,lake rohunta,2003
36,CHICOPEE,W1083,MA36084,Direct,lake lorraine,lake lorraine,2003
51,BLACKSTONE,W1084,MA51091,Direct,manchaug pond,manchaug pond,2003
51,BLACKSTONE,W1085,MA51125,Direct,lake quinsigamond,lake quinsigamond,2003
62,TAUNTON,W1086,MA62182,Direct,stetson pond,stetson pond,2003
71,BOSTON HARBOR: Mystic,W1087,MA71019,Direct,horn pond,horn pond,2003
81,NASHUA,W1088,MA81098,Direct,partridge pond,partridge pond,2003
81,NASHUA,W1089,MA81122,Direct,catacoonamug brook/lake shirley,lake shirley,2003
82,CONCORD (SuAsCo),W1090,MA82125,Direct,lake cochituate,lake cochituate,2003
92,IPSWICH,W1091,MA92061,Direct,stearns pond,stearns pond,2003
94,SOUTH COASTAL,W1092,MA94040,Direct,fresh pond,fresh pond,2003
94,SOUTH COASTAL,W1093,MA94043,Direct,furnace pond,furnace pond,2003
94,SOUTH COASTAL,W1094,MA94050,Direct,great herring pond,great herring pond,2003
95,BUZZARDS BAY,W1095,MA95113,Direct,noquochoke lake,noquochoke lake,2003
81,NASHUA,W1096,MA81-10,Direct,flag brook,flag brook,2003
81,NASHUA,W1097,MA81-65,Direct,unnamed tributary,unnamed tributary (burnt mill pond brook),2003
21,HOUSATONIC,W1098,MA21-06,Direct,williams river,williams river,2002
21,HOUSATONIC,W1099,MA21-20,Direct,housatonic river,housatonic river,2002
21,HOUSATONIC,W1100,MA21-20,Direct,housatonic river,housatonic river,2002
21,HOUSATONIC,W1101,MA21-19,Direct,housatonic river,housatonic river,2002
21,HOUSATONIC,W1102,MA21-19,Direct,housatonic river,housatonic river,2002
21,HOUSATONIC,W1103,MA21-19,Direct,housatonic river,housatonic river,2002
21,HOUSATONIC,W1104,MA21-04,Direct,housatonic river,housatonic river,2002
21,HOUSATONIC,W1105,MA21-04,Direct,housatonic river,housatonic river,2002
21,HOUSATONIC,W1106,MA21-04,Direct,housatonic river,housatonic river,2002
21,HOUSATONIC,W1107,MA21-02,Direct,east branch housatonic river,east branch housatonic river,2002
21,HOUSATONIC,W1108,MA21-27,Direct,greenwater brook,greenwater brook,2002
21,HOUSATONIC,W1109,MA21-07,Direct,goose pond brook,goose pond brook,2002
21,HOUSATONIC,W1110,MA21-07,Direct,goose pond brook,goose pond brook,2002
21,HOUSATONIC,W1111,MA21-02,Direct,east branch housatonic river,east branch housatonic river,2002
21,HOUSATONIC,W1112,MA21-23,Direct,green river,green river,2002
21,HOUSATONIC,W1113,MA21-15,Direct,hubbard brook,hubbard brook,2002
21,HOUSATONIC,W1114,MA21-26,Direct,konkapot river,konkapot river,2002
21,HOUSATONIC,W1115,MA21-28,Direct,hop brook,hop brook,2002
21,HOUSATONIC,W1116,MA21-09,Direct,windsor brook,windsor brook,2002
21,HOUSATONIC,W1117,MA21-04,Direct,housatonic river/woods pond, housatonic river,2002
11,HUDSON: Hoosic,W1118,MA11-15,Direct,south brook,south brook,2002
11,HUDSON: Hoosic,W1119,MA11-24,Direct,kitchen brook,kitchen brook,2002
11,HUDSON: Hoosic,W1120,MA11-13,Direct,dry brook,dry brook,2002
11,HUDSON: Hoosic,W1121,MA11-18,Direct,pecks brook,pecks brook,2002
11,HUDSON: Hoosic,W1122,MA11-19,Direct,tophet brook,tophet brook,2002
11,HUDSON: Hoosic,W1123,MA11-01,Direct,north branch hoosic river,north branch hoosic river,2002
