OBJECTID,Name,AU_ID,Area_SQ_MI,AU_Size,MERGE_SRC,OID_,Shape_Leng,Shape_Area,curr_are,TotArea,sqMi23
1340,MA95_81,MA95-81,0.10297700000,0.00000000000,BuzzardsBay_all_subbasins,0,4455.38130587000,266712.29071000000,0.10297728017,0.10000000000,0.10297728017
1342,MA95_90,MA95-90,2.86938000000,0.00000000000,BuzzardsBay_all_subbasins,0,16120.00000000000,7432000.00000000000,2.86938390637,2.87000000000,2.86938390642
1343,MA95_91,MA95-91,0.90875800000,0.00000000000,BuzzardsBay_all_subbasins,0,11040.00000000000,2353800.00000000000,0.90875755805,0.91000000000,0.90875755393
1344,MA95_92,MA95-92,1.28020000000,0.00000000000,BuzzardsBay_all_subbasins,0,12560.00000000000,3315900.00000000000,1.28019886515,1.28000000000,1.28019886515
1345,MA95_96,MA95-96,10.64730000000,0.00000000000,BuzzardsBay_all_subbasins,0,41400.00000000000,27576200.00000000000,10.64725427230,10.65000000000,10.64725417480
1346,MA95_97,MA95-97,0.42256900000,0.00000000000,BuzzardsBay_all_subbasins,0,6400.00000000000,1094500.00000000000,0.42256913042,0.42000000000,0.42256913042
1347,MA95_98,MA95-98,0.57434400000,0.00000000000,BuzzardsBay_all_subbasins,0,8100.00000000000,1487600.00000000000,0.57434418043,0.57000000000,0.57434417918
1348,MA95_99,MA95-99,0.25389700000,0.00000000000,BuzzardsBay_all_subbasins,0,4760.00000000000,657600.00000000000,0.25389662629,0.25000000000,0.25380786254
1349,MA95_101,MA95-101,4.17975000000,0.00000000000,BuzzardsBay_all_subbasins,0,23640.00000000000,10825600.00000000000,4.17975345856,4.18000000000,4.17975322025
1350,MA95_103,MA95-103,0.33290400000,0.00000000000,BuzzardsBay_all_subbasins,0,6300.00000000000,862200.00000000000,0.33290352989,0.33000000000,0.33290352989
1351,MA95_104,MA95-104,2.26294000000,0.00000000000,BuzzardsBay_all_subbasins,0,14460.00000000000,5861100.00000000000,2.26294155679,2.26000000000,2.26294155237
1352,MA95_102,MA95-102,0.17251300000,0.00000000000,BuzzardsBay_all_subbasins,0,2933.75832777000,446802.10175500000,0.17251290735,0.17000000000,0.17251290735
1353,MA53_01,MA53-01,9.72051000000,0.00000000000,NarragansettBay_all_subbasins,0,38640.00000000000,25175300.00000000000,9.72050610521,7.45000000000,7.47094630150
1355,MA53_13,MA53-13,1.66175000000,0.00000000000,NarragansettBay_all_subbasins,0,10960.02340000000,4303800.05678000000,1.66174541382,1.66000000000,1.66174534480
1356,MA53_12,MA53-12,1.88613000000,0.00000000000,NarragansettBay_all_subbasins,0,14059.92420000000,4884901.15151000000,1.88613120058,1.89000000000,1.88613099486
1359,MA53_07,MA53-07,7.78367000000,0.00000000000,NarragansettBay_all_subbasins,0,34580.00000000000,20158800.00000000000,7.78366783817,7.78000000000,7.78366761440
1360,MA53_09,MA53-09,0.33478300000,0.00000000000,NarragansettBay_all_subbasins,0,7141.77792615000,867057.24745700000,0.33478311079,0.33000000000,0.33478310140
1361,MA53_10,MA53-10,1.66742000000,0.00000000000,NarragansettBay_all_subbasins,0,17801.73669970000,4318456.70339000000,1.66741504641,1.67000000000,1.66741490255
1362,MA53_14,MA53-14,2.10588000000,0.00000000000,NarragansettBay_all_subbasins,0,14571.22114990000,5454096.86717000000,2.10588091328,2.11000000000,2.10588092408
1363,MA53_15,MA53-15,2.27470000000,0.00000000000,NarragansettBay_all_subbasins,0,17340.00000000000,5891300.00000000000,2.27469733924,2.27000000000,2.27469728200
1364,MA53_19,MA53-19,2.17377000000,0.00000000000,NarragansettBay_all_subbasins,0,19000.00000000000,5629800.00000000000,2.17377127903,2.17000000000,2.17377106414
1365,MA53_20,MA53-20,4.10872000000,0.00000000000,NarragansettBay_all_subbasins,0,24960.00000000000,10641200.00000000000,4.10872392409,4.10000000000,4.10872369291
1366,MA53_21,MA53-21,0.32584000000,0.00000000000,NarragansettBay_all_subbasins,0,4760.02780000000,843899.95755700000,0.32583957807,0.33000000000,0.32583954408
1368,,MA32-87,1.75504000000,0.00000000000,MA32_87,0,13779.98726860000,4545299.65000000000,1.75504326562,1.75000000000,1.75504328352
1369,,MA32-86,0.54621900000,0.00000000000,MA32_86,0,6639.99881722000,1414599.98850000000,0.54621870287,0.55000000000,0.54621869100
1370,,MA32-85,1.84013000000,0.00000000000,MA32_85,0,18019.98684830000,4765600.48997000000,1.84013208723,1.84000000000,1.84013206741
1371,,MA32-84,1.31095000000,0.00000000000,MA32_84,0,12639.96536300000,3395100.31143000000,1.31094701348,1.31000000000,1.31094700862
1372,,MA32-83,0.64328800000,0.00000000000,MA32_83,0,10819.98885210000,1665999.76602000000,0.64328789767,0.64000000000,0.64328785167
1373,,MA32-82,0.81718700000,0.00000000000,MA32_82,0,9880.00000000000,2116400.00000000000,0.81718734814,0.82000000000,0.81718734814
