OBJECTID,Name,AU_ID,Area_SQ_MI,AU_Size,MERGE_SRC,OID_,LU_Stats,Shape_Leng,Shape_Area
201,MA81_06,MA81-06,434.41200000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,293580.15400000000,1125121810.38000000000
202,MA81_07,MA81-07,507.79600000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,320920.01020000000,1315186192.95000000000
203,MA81_08,MA81-08,124.73800000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,164579.97920000000,323070602.89700000000
204,MA81_09,MA81-09,131.06000000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,166199.86100000000,339444006.91000000000
205,MA81_13,MA81-13,11.18890000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,43320.00000000000,28979000.00000000000
206,MA81_16,MA81-16,20.08490000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,52560.00000000000,52019700.00000000000
207,MA81_17,MA81-17,18.70690000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,62240.00000000000,48450600.00000000000
208,MA81_18,MA81-18,68.32710000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,100860.14680000000,176966395.79800000000
209,MA81_19,MA81-19,71.06920000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,112460.06500000000,184068297.24000000000
210,MA81_21,MA81-21,60.73160000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,103999.85020000000,157294193.99700000000
211,MA81_23,MA81-23,3.57774000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,21539.97240000000,9266303.14252000000
212,MA81_26,MA81-26,8.49394000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,30280.00000000000,21999200.00000000000
213,MA81_28,MA81-28,0.84402300000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,8700.01839995000,2186010.44912000000
214,MA81_29,MA81-29,0.91294000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,10539.90540000000,2364503.53723000000
215,MA81_30,MA81-30,7.21887000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,33720.00000000000,18696800.00000000000
216,MA81_31,MA81-31,29.41840000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,64779.87659990000,76193399.61810000000
217,MA81_32,MA81-32,57.05490000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,98099.96420000000,147771596.88800000000
218,MA81_33,MA81-33,5.92427000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,30180.00000000000,15343800.00000000000
219,MA81_34,MA81-34,0.21123600000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,4600.00820000000,547099.94173600000
220,MA81_35,MA81-35,7.08050000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,31260.00000000000,18338400.00000000000
221,MA81_10,MA81-10,12.80440000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,42700.00000000000,33163300.00000000000
222,MA81_11,MA81-11,28.15690000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,67140.00000000000,72926100.00000000000
223,MA81_39,MA81-39,7.19660000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,30060.00000000000,18639100.00000000000
224,MA81_38,MA81-38,2.36005000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,14500.00000000000,6112500.00000000000
225,MA81_37,MA81-37,15.92460000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,58420.00000000000,41244500.00000000000
226,MA81_36,MA81-36,5.67261000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,25000.00000000000,14692000.00000000000
227,MA81_40,MA81-40,5.10609000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,28300.00000000000,13224700.00000000000
228,MA81_41,MA81-41,5.10898000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,26160.00000000000,13232200.00000000000
229,MA81_42,MA81-42,2.37654000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,20480.00000000000,6155200.00000000000
230,MA81_44,MA81-44,1.04572000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,10420.01720000000,2708401.82010000000
231,MA81_46,MA81-46,0.28455700000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,4980.00000000000,737000.00000000000
232,MA81_47,MA81-47,7.61131000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,31440.00000000000,19713200.00000000000
233,MA81_48,MA81-48,2.01094000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,17560.11280000000,5208301.05847000000
234,MA81_52,MA81-52,1.18568000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,12080.00000000000,3070900.00000000000
235,MA81_53,MA81-53,1.34958000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,11040.00000000000,3495400.00000000000
236,MA81_55,MA81-55,0.90379000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,9380.01000001000,2340804.08479000000
237,MA81_56,MA81-56,12.98660000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,41360.00000000000,33635100.00000000000
238,MA81_57,MA81-57,2.51383000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,16860.00000000000,6510800.00000000000
239,MA81_58,MA81-58,0.66386400000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,7800.00000000000,1719400.00000000000
240,MA81_12,MA81-12,15.82200000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,48600.00000000000,40978700.00000000000
241,MA81_62,MA81-62,18.23780000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,55800.00000000000,47235800.00000000000
242,MA81_15,MA81-15,4.04048000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,25520.00720010000,10464801.12310000000
243,MA81_20,MA81-20,4.37987000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,26269.43177410000,11343801.11360000000
244,MA81_24,MA81-24,3.13046000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,19231.78733160000,8107843.02491000000
245,MA81_25,MA81-25,0.36507800000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,5018.85490682000,945546.60808200000
246,MA81_27,MA81-27,1.28827000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,11580.02940000000,3336603.47080000000
247,MA81_43,MA81-43,1.19224000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,11088.06992710000,3087899.30811000000
248,MA81_45,MA81-45,0.64618000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,9659.98904392000,1673598.72884000000
249,MA81_49,MA81-49,0.38270400000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,6200.05940001000,991197.81475600000
250,MA81_50,MA81-50,0.54865100000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,7419.96101833000,1421000.31450000000
251,MA81_51,MA81-51,1.31101000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,10779.98651910000,3395500.60155000000
252,MA81_54,MA81-54,0.43278100000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,5800.01111730000,1120898.62203000000
253,MA81_59,MA81-59,1.02703000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,10760.04790100000,2659996.81578000000
254,MA81_60,MA81-60,2.34283000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,19779.94070420000,6067897.87370000000
255,MA81_72,MA81-72,11.71890000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,31173.22854590000,30351886.90650000000
256,MA81_65,MA81-65,5.78770000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,25213.73510260000,14990072.29920000000
257,MA81_69,MA81-69,4.01352000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,20003.13317130000,10394979.27090000000
258,MA81_70,MA81-70,5.54700000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,19378.28102140000,14366654.74880000000
259,MA81_71,MA81-71,2.53496000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,14623.34515780000,6565528.50767000000
260,MA81_88,MA81-88,0.51690100000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,5627.86757020000,1338767.80219000000
261,MA81_73,MA81-73,11.64310000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,34618.13297030000,30155515.16880000000
262,MA81_82,MA81-82,1.91341000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,14566.71630840000,4955713.75570000000
263,MA81_74,MA81-74,8.55523000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,21914.64300480000,22157953.72550000000
264,MA81_77,MA81-77,5.88297000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,19421.27475970000,15236827.05130000000
265,MA81_79,MA81-79,17.14770000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,34312.49878180000,44412334.83980000000
266,MA81_78,MA81-78,4.30873000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,21958.69516650000,11159554.16040000000
267,MA81_80,MA81-80,7.25556000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,27337.02202080000,18791818.72080000000
268,MA81_83,MA81-83,0.61035600000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,6210.08652600000,1580814.37874000000
269,MA81_81,MA81-81,6.89680000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,27865.67138520000,17862618.88010000000
270,MA81_84,MA81-84,1.31535000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,9660.40996519000,3406747.80130000000
271,MA81_67,MA81-67,2.27719000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,13781.21711110000,5897904.07918000000
272,MA81_75,MA81-75,3.74186000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,14924.12653340000,9691366.24099000000
273,MA81_76,MA81-76,3.63122000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,17464.95099790000,9404808.17562000000
274,MA81_64,MA81-64,2.05571000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,13612.63259610000,5324272.05372000000
275,MA81_68,MA81-68,1.21631000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,8535.26323375000,3150225.10345000000
276,MA81_85,MA81-85,0.63142800000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,6222.87701533000,1635391.74009000000
277,MA81_86,MA81-86,1.73701000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,13783.43407020000,4498845.74127000000
278,MA81_89,MA81-89,0.66014300000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,5833.69899555000,1709762.89874000000
279,MA81_90,MA81-90,2.26618000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,12793.88464180000,5869370.53227000000
280,MA81_87,MA81-87,1.73640000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,11087.29100390000,4497242.43215000000
281,MA81_91,MA81-91,0.24030700000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,4029.13845321000,622392.10789000000
282,MA81_92,MA81-92,0.23772100000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,3591.55675471000,615695.60972800000
283,MA81_93,MA81-93,1.89399000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,10261.26836150000,4905411.64923000000
284,MA81_94,MA81-94,0.77555100000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,6506.58848902000,2008668.24456000000
285,MA81_96,MA81-96,1.76361000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,11078.15071130000,4567733.46637000000
286,MA81_95,MA81-95,0.20715900000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,3799.08482905000,536539.49490800000
287,MA81_97,MA81-97,0.81219300000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,7210.33883189000,2103569.28588000000
288,MA81_98,MA81-98,0.63458000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,6554.53681402000,1643554.02832000000
289,MA81_99,MA81-99,4.13282000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,19776.41881750000,10703959.39870000000
290,MA81_100,MA81-100,12.62430000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,33704.26162990000,32696853.97710000000
291,MA81_101,MA81-101,1.69267000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,13980.00000000000,4384000.00000000000
292,MA81_102,MA81-102,17.77850000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,45519.94660000000,46046009.11340000000
293,MA81_66,MA81-66,2.81689000000,0.00000000000,New Group Layer\Nashua_all_subbasins,0,,20240.00350000000,7295702.82251000000
294,MA61_03,MA61-03,11.76930000000,0.00000000000,New Group Layer\MtHopeBay_all_subbasins,0,,37085.34193240000,30482383.71560000000
295,MA61_05,MA61-05,30.17810000000,0.00000000000,New Group Layer\MtHopeBay_all_subbasins,0,,54672.45217699990,78161007.04560000000
296,MA61_08,MA61-08,3.62463000000,0.00000000000,New Group Layer\MtHopeBay_all_subbasins,0,,18375.71794420000,9387750.00000000000
297,MA61_10,MA61-10,10.51670000000,0.00000000000,New Group Layer\MtHopeBay_all_subbasins,0,,37419.99390020000,27238189.45700000000
298,MA61_09,MA61-09,2.67032000000,0.00000000000,New Group Layer\MtHopeBay_all_subbasins,0,,16959.99780010000,6916097.37002000000
299,MA35_26,MA35_26,11.27570000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,44200.00000000000,29203800.00000000000
300,MA35_30,MA35_30,21.56020000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,60507.08960610000,55840768.28380000000
301,MA35_05,MA35_05,389.09100000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,320100.28040000000,1007742185.29000000000
302,MA35_19,MA35_19,3.50874000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,19480.00000000000,9087600.00000000000
303,MA35_15,MA35_15,5.55709000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,23780.00000000000,14392800.00000000000
304,MA35_17,MA35_17,5.76976000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,33500.00000000000,14943600.00000000000
305,MA35_18,MA35_18,5.25389000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,24840.00000000000,13607500.00000000000
306,MA35_09,MA35_09,9.50371000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,45260.00000000000,24614500.00000000000
307,MA35_29,MA35_29,52.77380000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,94579.87719990000,136683593.68100000000
308,MA35_06,MA35_06,20.87530000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,55900.00000000000,54066800.00000000000
309,MA35_01,MA35_01,82.29130000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,120919.97240000000,213133603.17900000000
310,MA35_02,MA35_02,112.57800000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,145780.10640000000,291576900.53400000000
311,MA35_10,MA35_10,23.59100000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,74480.00000000000,61100300.00000000000
312,MA35_16,MA35_16,7.06860000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,27520.00000000000,18307600.00000000000
313,MA35_03,MA35_03,188.94500000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,204360.13760000000,489366601.43800000000
314,MA35_07,MA35_07,37.90030000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,75840.11660000000,98161397.06790000000
315,MA35_08,MA35_08,61.63930000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,87240.02960000000,159644988.96000000000
316,MA35_11,MA35_11,18.08970000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,53120.00000000000,46852200.00000000000
317,MA35_20,MA35_20,28.66070000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,65659.93640000000,74230786.63640000000
318,MA35_21,MA35_21,20.93610000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,53420.00000000000,54224300.00000000000
319,MA35_13,MA35_13,26.35520000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,58527.19012830000,68259679.65300000000
320,MA35_04,MA35_04,359.98400000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,294460.27920000000,932354394.39300000000
321,MA35_14,MA35_14,46.90790000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,74068.70140560000,121490975.38800000000
322,MA35_28,MA35_28,6.20864000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,32760.00000000000,16080300.00000000000
323,MA35_27,MA35_27,5.04829000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,27160.00000000000,13075000.00000000000
324,MA35_24,MA35_24,0.82162500000,0.00000000000,New Group Layer\millers_subbas_New2,0,,8000.00000000000,2128000.00000000000
325,MA35_23,MA35_23,1.81453000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,12040.00000000000,4699600.00000000000
326,MA35_22,MA35_22,3.20260000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,23202.18581990000,8294683.65818000000
327,MA35_25,MA35_25,0.82058300000,0.00000000000,New Group Layer\millers_subbas_New2,0,,9120.00000000000,2125300.00000000000
328,MA35_31,MA35_31,2.03931000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,15360.00000000000,5281800.00000000000
329,MA35_33,MA35_33,3.31110000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,21280.00000000000,8575700.00000000000
330,MA35_34,MA35_34,4.03295000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,24900.00000000000,10445300.00000000000
331,MA35_35,MA35_35,0.13961500000,0.00000000000,New Group Layer\millers_subbas_New2,0,,3700.00000000000,361600.00000000000
332,MA35_36,MA35_36,1.58437000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,13520.00000000000,4103500.00000000000
333,MA35_37,MA35_37,1.20356000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,11960.00000000000,3117200.00000000000
334,MA35_38,MA35_38,2.29603000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,17860.00000000000,5946700.00000000000
335,MA35_39,MA35_39,0.41521400000,0.00000000000,New Group Layer\millers_subbas_New2,0,,6480.00000000000,1075400.00000000000
336,MA35_45,MA35_45,1.12294000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,10700.00000000000,2908400.00000000000
337,MA35_44,MA35_44,6.75455000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,32060.00000000000,17494200.00000000000
338,MA35_42,MA35_42,1.13448000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,9900.00000000000,2938300.00000000000
339,MA35_41,MA35_41,0.79957900000,0.00000000000,New Group Layer\millers_subbas_New2,0,,8400.00000000000,2070900.00000000000
340,MA35_40,MA35_40,1.25228000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,9840.00000000000,3243400.00000000000
341,MA35_43,MA35_43,1.19155000000,0.00000000000,New Group Layer\millers_subbas_New2,0,,12560.00000000000,3086100.00000000000
342,MA35_32,MA35_32,0.40247300000,0.00000000000,New Group Layer\millers_subbas_New2,0,,5740.00000000000,1042400.00000000000
343,MA84A_36,MA84A-36,6.79177000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,28040.00000000000,17590600.00000000000
344,MA84B_06,MA84B-06,4.65674000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,26740.00000000000,12060900.00000000000
345,MA84A_34,MA84A-34,5.89296000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,28960.00000000000,15262700.00000000000
346,MA84A_39,MA84A-39,7.08135000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,30600.00000000000,18340600.00000000000
347,MA84A_32,MA84A-32,2.89441000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,20280.00000000000,7496500.00000000000
348,MA84A_33,MA84A-33,22.14980000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,72660.00000000000,57367700.00000000000
349,MA84A_31,MA84A-31,8.65545000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,28300.00000000000,22417500.00000000000
350,MA84A_38,MA84A-38,2.25472000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,18860.00000000000,5839700.00000000000
351,MA84A_40,MA84A-40,6.11034000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,28320.00000000000,15825700.00000000000
352,MA84A_03,MA84A-03,494.23100000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,496439.48960000000,1280053413.30000000000
353,MA84A_04,MA84A-04,682.67400000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,575899.09480000000,1768118019.77000000000
354,MA84A_09,MA84A-09,28.14990000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,72860.00000000000,72907900.00000000000
355,MA84A_10,MA84A-10,77.40930000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,120719.64920000000,200489099.94000000000
356,MA84A_11,MA84A-11,94.41430000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,157959.73280000000,244532007.13500000000
357,MA84A_14,MA84A-14,4.78550000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,21419.84900000000,12394396.95780000000
358,MA84A_15,MA84A-15,9.49896000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,39320.00000000000,24602200.00000000000
359,MA84A_16,MA84A-16,6.22011000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,31240.00000000000,16110000.00000000000
360,MA84A_18,MA84A-18,7.82502000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,29100.00000000000,20266700.00000000000
361,MA84A_19,MA84A-19,2.10403000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,18080.00000000000,5449400.00000000000
362,MA84A_25,MA84A-25,50.34130000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,96499.88020000000,130383412.88600000000
363,MA84A_28,MA84A-28,48.85340000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,99500.10220000000,126529706.31700000000
364,MA84B_01,MA84B-01,1.31352000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,11840.00000000000,3402000.00000000000
365,MA84B_03,MA84B-03,37.81410000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,83219.83640000000,97938092.39780000000
366,MA84B_04,MA84B-04,45.32440000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,95719.92980000000,117389698.80800000000
367,MA84B_05,MA84B-05,5.95937000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,28040.00000000000,15434700.00000000000
368,MA84B_02,MA84B-02,13.13070000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,51340.00000000000,34008300.00000000000
369,MA84A_01,MA84A-01,360.08900000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,402199.71180000000,932627306.16600000000
370,MA84A_02,MA84A-02,458.95800000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,460079.59800000000,1188695216.34000000000
371,MA84A_12,MA84A-12,4.26479000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,21898.20345090000,11045756.72970000000
372,MA84A_13,MA84A-13,2.41864000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,16658.19074990000,6264250.14403000000
373,MA84A_17,MA84A-17,3.28183000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,19759.89500000000,8499899.44588000000
374,MA84A_20,MA84A-20,3.37708000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,18420.04640000000,8746602.95038000000
375,MA84A_21,MA84A-21,2.62028000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,18940.19590090000,6786497.33133000000
376,MA84A_22,MA84A-22,3.42612000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,23179.98600010000,8873604.37003000000
377,MA84A_29,MA84A-29,361.75100000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,405368.50906900000,936929803.65200000000
378,MA84A_35,MA84A-35,1.80163000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,13779.94740000000,4666206.67045000000
379,MA84A_37,MA84A-37,5.50489000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,28920.06472850000,14257600.46990000000
380,MA84B_07,MA84B-07,1.99688000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,16559.99740000000,5171891.88253000000
381,MA84B_08,MA84B-08,0.65454600000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,7013.69224296000,1695266.71986000000
382,MA84B_09,MA84B-09,1.07082000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,9900.00220000999,2773401.05250000000
383,MA84A_41,MA84A-41,9.93785000000,0.00000000000,New Group Layer\Merrimack_all_subbasins,0,,41280.00790000000,25738909.70400000000
384,MA97_46,MA97-46,0.53923500000,0.00000000000,New Group Layer\islans_basins,0,,7486.13802191000,1396613.11206000000
385,MA97_44,MA97-44,0.12510800000,0.00000000000,New Group Layer\islans_basins,0,,2572.56552132000,324029.27832500000
386,MA97_45,MA97-45,0.30574800000,0.00000000000,New Group Layer\islans_basins,0,,4997.97893647000,791883.94121200000
387,MA97_23,MA97-23,1.26555000000,0.00000000000,New Group Layer\islans_basins,0,,8154.06884119000,3277764.24941000000
388,MA97_25,MA97-25,2.88452000000,0.00000000000,New Group Layer\islans_basins,0,,12153.53293840000,7470875.40919000000
389,MA97_37,MA97-37,1.39287000000,0.00000000000,New Group Layer\islans_basins,0,,8284.66893727000,3607522.58344000000
390,MA97_24,MA97-24,4.97341000000,0.00000000000,New Group Layer\islans_basins,0,,16166.82588330000,12881074.08220000000
391,MA97_36,MA97-36,0.57202300000,0.00000000000,New Group Layer\islans_basins,0,,5379.00152098000,1481533.77344000000
392,MA97_22,MA97-22,1.44425000000,0.00000000000,New Group Layer\islans_basins,0,,9275.26702642000,3740601.02159000000
393,MA92_08,MA92-08,13.21770000000,0.00000000000,New Group Layer\Ipswich_all_SubBasins,0,,46720.00000000000,34233700.00000000000
394,MA92_10,MA92-10,1.70781000000,0.00000000000,New Group Layer\Ipswich_all_SubBasins,0,,11820.00000000000,4423200.00000000000
395,MA92_23,MA92-23,0.32328300000,0.00000000000,New Group Layer\Ipswich_all_SubBasins,0,,6200.00000000000,837300.00000000000
396,MA92_03,MA92-03,17.12930000000,0.00000000000,New Group Layer\Ipswich_all_SubBasins,0,,63040.00000000000,44364600.00000000000
397,MA92_04,MA92-04,8.53618000000,0.00000000000,New Group Layer\Ipswich_all_SubBasins,0,,31920.00000000000,22108600.00000000000
398,MA92_05,MA92-05,5.89381000000,0.00000000000,New Group Layer\Ipswich_all_SubBasins,0,,33160.00000000000,15264900.00000000000
399,MA92_06,MA92-06,100.46200000000,0.00000000000,New Group Layer\Ipswich_all_SubBasins,0,,147180.39380000000,260195803.01200000000
400,MA92_07,MA92-07,4.82052000000,0.00000000000,New Group Layer\Ipswich_all_SubBasins,0,,24160.00000000000,12485100.00000000000
401,MA92_09,MA92-09,2.01580000000,0.00000000000,New Group Layer\Ipswich_all_SubBasins,0,,17080.00000000000,5220900.00000000000
402,MA92_11,MA92-11,4.51948000000,0.00000000000,New Group Layer\Ipswich_all_SubBasins,0,,26140.00000000000,11705400.00000000000
403,MA92_12,MA92-12,3.41245000000,0.00000000000,New Group Layer\Ipswich_all_SubBasins,0,,32900.00000000000,8838200.00000000000
404,MA92_13,MA92-13,11.01620000000,0.00000000000,New Group Layer\Ipswich_all_SubBasins,0,,52360.00000000000,28531700.00000000000
405,MA92_14,MA92-14,18.12570000000,0.00000000000,New Group Layer\Ipswich_all_SubBasins,0,,61460.00000000000,46945300.00000000000
406,MA92_15,MA92-15,149.67600000000,0.00000000000,New Group Layer\Ipswich_all_SubBasins,0,,205980.25120000000,387657826.40100000000
407,MA92_16,MA92-16,1.92097000000,0.00000000000,New Group Layer\Ipswich_all_SubBasins,0,,13900.00000000000,4975300.00000000000
