AU_ID,Longitude,Latitude
MA35-15,-72.42213623000,42.56534127000
MA35-17,-72.20823252000,42.72834412000
MA35-18,-72.36421624000,42.56059030000
MA35-09,-72.13668736000,42.58152483000
MA35-29,-72.19808588000,42.71132567000
MA35-06,-71.99306234000,42.54897828000
MA35-01,-72.00851226000,42.71329109000
MA35-02,-72.03736915000,42.71552893000
MA35-10,-72.12504367000,42.73829043000
MA35-16,-72.40028427000,42.63817838000
MA35-03,-72.04280588000,42.66333196000
MA35-07,-72.00555386000,42.56841517000
MA35-08,-72.03101394000,42.58273723000
MA35-11,-72.26624091000,42.67418695000
MA35-20,-71.95785771000,42.67763444000
MA35-21,-71.98215957000,42.73134685000
MA35-13,-72.17275387000,42.71233028000
MA35-14,-72.24019628000,42.69134025000
MA35-28,-72.13954319000,42.56724869000
MA35-27,-71.95946920000,42.54689473000
MA35-24,-72.19489336000,42.63185241000
MA35-23,-72.33496450000,42.58112960000
MA35-22,-72.21855050000,42.55864500000
MA35-25,-72.13514621000,42.65393053000
MA35-31,-72.40916427000,42.63475758000
MA35-33,-72.29684944000,42.63568519000
MA35-34,-72.24762141000,42.67766250000
MA35-35,-72.33902895000,42.58873245000
MA35-36,-72.10046539000,42.58448100000
MA35-37,-72.14065527000,42.55580282000
MA35-38,-72.26426120000,42.69673484000
MA35-39,-72.42065905000,42.57347296000
MA35-45,-72.36205046000,42.66240121000
MA35-44,-72.22595580000,42.75687247000
MA35-42,-72.16273707000,42.63779035000
MA35-41,-72.14363351000,42.64486645000
MA35-40,-72.13659051000,42.60078968000
MA35-43,-72.23365830000,42.54545558000
MA35-32,-72.44349314000,42.60447476000
MA84A-36,-71.25630361000,42.71259047000
MA84B-06,-71.54663190000,42.53998439000
MA84A-34,-71.45186731000,42.65314897000
MA84A-39,-71.03891432000,42.82276219000
MA84A-32,-71.51578657000,42.69040767000
MA84A-33,-71.51154260000,42.64146971000
MA84A-31,-71.87427001000,42.68675684000
MA84A-38,-71.01714957000,42.74875852000
MA84A-09,-71.10470546000,42.83826478000
MA84A-10,-71.22039766000,42.81423782000
MA84A-11,-71.32737739000,42.80665099000
MA84A-14,-71.26176814000,42.63188308000
MA84A-15,-71.05035325000,42.73821027000
MA84A-16,-70.92549008000,42.88456574000
MA84A-18,-71.15770021000,42.76275935000
MA84A-19,-71.54703972000,42.60637338000
MA84A-25,-71.05124850000,42.89663163000
MA84A-28,-71.05432294000,42.89747093000
MA84B-01,-71.52477867000,42.54089380000
MA84B-03,-71.49286851000,42.56329017000
MA84B-04,-71.47877776000,42.57285950000
MA84B-05,-71.53007413000,42.50560922000
MA84B-02,-71.50918107000,42.52774683000
MA84A-01,-71.60547793000,42.76100535000
MA84A-12,-71.27324833000,42.67942275000
MA84A-13,-71.26582363000,42.68280693000
MA84A-17,-71.35733728000,42.62147213000
MA84A-20,-71.39077420000,42.68035109000
MA84A-21,-71.40936454000,42.64397452000
MA84A-22,-71.01017631000,42.84081852000
MA84A-35,-71.31371415000,42.68042230000
MA84A-37,-71.13821512000,42.79450372000
MA84B-07,-71.42067162000,42.58482458000
MA84B-08,-71.48119620000,42.59401548000
MA84B-09,-71.39315120000,42.60862419000
MA84A-41,-71.52735160000,42.60635318000
MA97-46,-70.79869369000,41.33387126000
MA97-44,-70.75769786000,41.35291891000
MA97-45,-70.75474973000,41.34373090000
MA97-23,-70.72065285000,41.38482379000
MA97-25,-70.70397472000,41.37230941000
MA97-37,-70.73562043000,41.36884449000
MA97-24,-70.68712419000,41.40236552000
MA97-36,-70.69099575000,41.41038456000
MA97-22,-70.74256635000,41.34698778000
MA92-10,-71.04810087000,42.56169591000
MA92-23,-70.82473402000,42.68956326000
MA92-04,-71.17758377000,42.53263618000
MA92-07,-71.08663050000,42.55136285000
MA92-09,-71.07439038000,42.58772906000
MA92-12,-71.04065211000,42.59514581000
MA92-13,-71.05646934000,42.63744282000
MA92-16,-70.92748249000,42.64195784000
MA92-20,-70.85474027000,42.64108689000
MA92-21,-70.85903363000,42.67429886000
MA92-22,-70.81594615000,42.66175471000
MA92-25,-70.97024264000,42.60129782000
MA92-24,-70.89323103000,42.62163991000
MA92-19,-70.87973974000,42.63858252000
MA11-01,-73.07462442000,42.76571618000
MA11-02,-73.07659155000,42.76249838000
MA11-03,-73.13910618000,42.57466292000
MA11-04,-73.13308243000,42.58839252000
MA11-13,-73.09535776000,42.57279924000
MA11-15,-73.12440339000,42.54152571000
MA11-16,-73.11341307000,42.55333650000
MA11-19,-73.08111054000,42.61046598000
MA11-20,-73.15976481000,42.68225837000
MA11-23,-73.16417536000,42.76270518000
MA11-05,-73.15512122000,42.66363989000
MA11-06,-73.23593485000,42.63859844000
MA11-09,-73.25062881000,42.70542842000
MA11-10,-73.19152517000,42.57038335000
MA11-24,-73.18538072000,42.58201149000
MA11-22,-73.27986418000,42.63378440000
MA11-17,-73.17039347000,42.60854997000
MA11-18,-73.15279031000,42.62296757000
MA11-21,-73.21074532000,42.60850132000
MA13-01,-73.46981716000,42.09594617000
MA11-26,-73.07502394000,42.68478902000
MA11-25,-73.24668105000,42.72366209000
MA11-28,-73.19004532000,42.65494608000
MA11-29,-73.13678934000,42.73771712000
MA11-30,-73.25351539000,42.72869770000
MA11-31,-73.16855337000,42.52221240000
MA11-32,-73.14236604000,42.63644159000
MA11-33,-73.11874285000,42.72049833000
MA11-34,-73.18811613000,42.59163755000
MA11-35,-73.20644698000,42.61994861000
MA11-36,-73.17028055000,42.65539779000
MA11-38,-73.14078908000,42.66783679000
MA11-37,-73.14706924000,42.65817556000
MA11-39,-73.07853088000,42.59260529000
MA11-40,-73.15904300000,42.58475950000
MA11-41,-73.20054477000,42.55018538000
MA11-42,-73.14766092000,42.72132876000
MA11-43,-73.25721138000,42.68093975000
MA21-07,-73.18273095000,42.29041260000
MA21-09,-73.07642944000,42.51693339000
MA21-17,-73.32440861000,42.43668283000
MA21-22,-73.41320724000,42.25934003000
MA21-25,-73.24064670000,42.14323215000
MA21-01,-73.10292413000,42.45833108000
MA21-28,-73.19522549000,42.23358504000
MA21-26,-73.24595095000,42.13414600000
MA21-23,-73.43874647000,42.25679893000
MA21-21,-73.38419821000,42.37801670000
MA21-15,-73.41639955000,42.10433184000
MA21-12,-73.07397336000,42.47243926000
MA21-02,-73.12661684000,42.45907485000
MA21-29,-73.31522549000,42.33467399000
MA21-39,-73.45508123000,42.15418001000
MA21-34,-73.29586770000,42.50349896000
MA21-38,-73.47585473000,42.14625614000
MA21-44,-73.42093773000,42.27945735000
MA21-45,-73.44387714000,42.28629297000
MA21-47,-73.32797567000,42.36843383000
MA21-48,-73.42124467000,42.35317903000
MA21-49,-73.30674004000,42.21012552000
MA21-50,-73.30913796000,42.19514624000
MA21-55,-73.19209953000,42.37890974000
MA21-56,-73.18556245000,42.37304737000
MA21-62,-73.14905232000,42.43640528000
MA21-63,-73.30683462000,42.49225102000
MA21-65,-73.28583865000,42.51018570000
MA21-66,-73.26502479000,42.53155041000
MA21-70,-73.35784226000,42.42679544000
MA21-73,-73.28065875000,42.23771758000
MA21-74,-73.27015210000,42.23872795000
MA21-76,-73.34821346000,42.37768387000
MA21-14,-73.38455832000,42.22190862000
MA21-08,-73.11293359000,42.46806894000
MA21-10,-73.15295519000,42.50058134000
MA21-11,-73.09656510000,42.50222381000
MA21-24,-73.45016699000,42.15605292000
MA21-27,-73.17680609000,42.29973270000
MA21-30,-73.41085388000,42.11922977000
MA21-31,-73.27175145000,42.33024235000
MA21-32,-73.09509300000,42.52514388000
MA21-33,-73.14885103000,42.44028639000
MA21-37,-73.20094115000,42.14952302000
MA21-40,-73.25101194000,42.20413531000
MA21-41,-73.41934578000,42.08323092000
MA21-42,-73.42578409000,42.08824989000
MA21-43,-73.43693811000,42.06602064000
MA21-46,-73.32968705000,42.18691649000
MA21-51,-73.17689958000,42.23951811000
MA21-52,-73.20204476000,42.32238064000
MA21-54,-73.21903726000,42.36196701000
MA21-57,-73.21789646000,42.41345463000
MA21-58,-73.17867983000,42.41229699000
MA21-59,-73.19564166000,42.44088419000
MA21-60,-73.17339306000,42.45735816000
MA21-61,-73.11482659000,42.50344480000
MA21-64,-73.30474062000,42.50039989000
MA21-67,-73.27738308000,42.53204393000
MA21-68,-73.25325737000,42.58822370000
MA21-69,-73.34110563000,42.44032559000
MA21-71,-73.36457227000,42.42146822000
MA21-72,-73.31376678000,42.46950920000
MA21-75,-73.22729872000,42.10370072000
MA21-77,-73.27859563000,42.39057995000
MA21-78,-73.36056522000,42.29278709000
MA21-79,-73.40836625000,42.06044142000
MA21-80,-73.28991437000,42.49091272000
MA21-35,-73.44873338000,42.13743518000
MA21-81,-73.18204069000,42.41257065000
MA21-06,-73.38720567000,42.34335803000
MA42-08,-71.95522571000,42.21283256000
MA42-13,-71.94107857000,42.17005045000
MA42-11,-71.85204378000,42.15207497000
MA42-12,-71.85928051000,42.16020199000
MA42-15,-71.83907956000,42.08291401000
MA42-16,-71.83427903000,42.06845694000
MA42-18,-71.90075984000,42.22456886000
MA42-19,-71.84142398000,42.11819696000
MA42-10,-71.84002149000,42.05746588000
MA42-21,-71.96230941000,42.17661044000
MA31-01,-73.09397616000,42.16124865000
MA31-02,-73.04046053000,42.18157680000
MA31-03,-73.12986863000,42.13096641000
MA31-04,-73.14922228000,42.25762477000
MA31-05,-73.12985190000,42.26948394000
MA31-07,-73.12012005000,42.26592857000
MA31-08,-73.14075232000,42.23976084000
MA31-09,-73.10839737000,42.20378959000
MA31-10,-73.07786169000,42.21956126000
MA31-11,-73.11820462000,42.20261086000
MA31-13,-73.13258573000,42.09275876000
MA31-14,-73.16089121000,42.07258989000
MA31-15,-72.91395208000,42.07249077000
MA31-16,-72.97564227000,42.08035598000
MA31-06,-73.10745429000,42.27082645000
MA31-17,-73.13495886000,42.06459919000
MA31-18,-73.15973174000,42.08738634000
MA31-20,-73.02638446000,42.07028202000
MA31-22,-73.09109385000,42.06352273000
MA31-24,-73.04095060000,42.08390552000
MA31-25,-73.14223303000,42.09939244000
MA31-28,-73.09140942000,42.16337573000
MA31-34,-72.97227780000,42.09731838000
MA31-37,-72.81231105000,42.01374283000
MA31-19,-73.00673008000,42.05197321000
MA31-27,-73.13205134000,42.19757462000
MA31-32,-72.99737580000,42.09899052000
MA31-33,-73.01211072000,42.10661957000
MA31-36,-72.92276605000,42.08163583000
MA31-38,-73.15872652000,42.15096314000
MA31-29,-73.10829142000,42.27765693000
MA31-40,-72.85934778000,42.04393692000
MA31-35,-72.90131200000,42.07572588000
MA31-23,-73.04642964000,42.08260301000
MA31-31,-72.97339993000,42.04620584000
MA31-30,-72.94304981000,42.07218931000
MA31-21,-73.00895576000,42.06442280000
MA31-26,-73.12055523000,42.08189450000
MA31-39,-73.14648606000,42.12965666000
MA31-41,-73.11672146000,42.05366828000
MA33-101,-72.76924015000,42.50512473000
MA33-52,-72.62549510000,42.69294081000
MA33-86,-73.01245090000,42.61523611000
MA33-67,-72.88032337000,42.66921585000
MA33-90,-72.84495256000,42.72781854000
MA33-38,-72.69316341000,42.73918543000
MA33-121,-73.06054903000,42.66700945000
MA33-59,-72.83120420000,42.67163537000
MA33-51,-72.70176967000,42.63621061000
MA33-120,-72.84484245000,42.71931057000
MA33-98,-72.67294355000,42.66724444000
MA33-104,-72.67197884000,42.64805093000
MA33-70,-72.58495572000,42.64923923000
MA33-68,-72.59401616000,42.64453144000
MA33-84,-72.63831827000,42.58189969000
MA33-105,-72.59783206000,42.65802457000
MA33-117,-72.63585055000,42.70157969000
MA33-106,-72.73900628000,42.72510653000
MA33-40,-72.82332279000,42.72638112000
MA33-107,-72.71444133000,42.70861507000
MA33-108,-72.71455668000,42.69241597000
MA33-24,-72.75649568000,42.71023156000
MA33-99,-72.63696830000,42.68072031000
MA33-94,-72.64719603000,42.65336080000
MA33-100,-72.66119057000,42.63674895000
MA33-60,-72.64911296000,42.70882045000
MA33-28,-72.69518943000,42.77175013000
MA33-61,-72.76050799000,42.58311535000
MA33-116,-72.80379905000,42.59755398000
MA33-46,-72.79711581000,42.50830034000
MA33-114,-72.71142042000,42.52664002000
MA33-81,-72.63219736000,42.57235821000
MA33-07,-72.79945503000,42.53105574000
MA33-19,-72.76884064000,42.76097196000
MA33-05,-73.01382359000,42.64480637000
MA33-35,-72.81659868000,42.64998801000
MA33-74,-72.76084505000,42.48707657000
MA33-23,-72.74868234000,42.55882101000
MA33-31,-72.77894895000,42.67322313000
MA33-14,-72.85922712000,42.67404493000
MA33-97,-72.58529039000,42.64342583000
MA33-17,-72.75027897000,42.54842961000
MA33-87,-73.05511836000,42.65825323000
MA33-80,-72.79624008000,42.72708066000
MA33-15,-72.81522076000,42.57685888000
MA33-33,-72.84599434000,42.60481842000
MA33-13,-72.88155230000,42.60534576000
MA33-75,-72.89526716000,42.58233263000
MA33-118,-72.96256677000,42.56269490000
MA33-119,-73.00882240000,42.57697659000
MA33-49,-72.60838573000,42.67882587000
MA33-95,-72.64166516000,42.58986075000
MA33-64,-72.94853745000,42.55061406000
MA33-36,-72.92654411000,42.56084943000
MA33-65,-72.90204419000,42.65229463000
MA33-128,-72.97009347000,42.67313366000
MA33-66,-72.99359497000,42.64805082000
MA33-88,-72.94653817000,42.62418684000
MA33-55,-73.04916742000,42.70373372000
MA33-78,-73.02142650000,42.61729935000
MA33-126,-72.95367043000,42.60187784000
MA33-58,-72.84207877000,42.64014148000
MA33-125,-72.88660333000,42.64976899000
MA33-92,-72.79482685000,42.64716175000
MA33-83,-72.70525244000,42.60075481000
MA33-69,-72.90569699000,42.57687561000
MA33-48,-72.99865938000,42.72648553000
MA33-56,-73.02474163000,42.62045192000
MA33-25,-72.73086425000,42.69779712000
MA33-12,-72.90937271000,42.69991861000
MA33-96,-72.61559288000,42.67685051000
MA33-16,-72.76802143000,42.58567606000
MA33-27,-72.80130226000,42.70484194000
MA33-26,-72.81857617000,42.55397679000
MA33-11,-72.94425094000,42.58122400000
MA33-102,-72.74691429000,42.50913370000
MA33-03,-72.82450113000,42.68752492000
MA33-02,-72.88857256000,42.71024780000
MA33-82,-72.74982610000,42.55026582000
MA33-79,-72.83848672000,42.59218912000
MA33-45,-72.84971149000,42.58899190000
MA33-115,-72.76740990000,42.49116307000
MA33-44,-72.77582790000,42.48119260000
MA33-71,-72.73767784000,42.48376091000
MA33-32,-72.70194599000,42.49489395000
MA33-72,-72.78114564000,42.63799354000
MA33-93,-72.83489179000,42.64377984000
MA33-20,-72.68174848000,42.59391410000
MA33-112,-72.66854110000,42.58380241000
MA33-41,-72.86991744000,42.73942717000
MA33-111,-72.79869833000,42.67526829000
MA33-123,-72.98297173000,42.72729390000
MA33-53,-73.03009176000,42.72546588000
MA33-43,-73.01149848000,42.68365149000
MA33-91,-73.00796337000,42.66988380000
MA33-110,-72.76152702000,42.66204620000
MA33-122,-73.02671394000,42.68843029000
MA33-42,-72.73787069000,42.66366867000
MA33-76,-72.91849198000,42.70198167000
MA33-77,-72.78697756000,42.69055921000
MA33-85,-72.94359764000,42.67905952000
MA33-89,-72.77241232000,42.71553572000
MA33-109,-72.74044259000,42.69062051000
MA33-22,-72.65504942000,42.56714314000
MA33-113,-72.73005294000,42.56944461000
MA33-63,-72.72025976000,42.49493195000
MA33-54,-72.66865902000,42.59103254000
MA33-34,-72.65430131000,42.61321392000
MA33-29,-72.67984878000,42.73849181000
MA33-103,-72.67539984000,42.63975415000
MA33-124,-72.79828744000,42.68425476000
MA33-21,-72.66653053000,42.63721493000
MA33-129,-72.87319562000,42.71202125000
MA33-133,-72.74603483000,42.58817191000
MA33-131,-72.72612564000,42.64903427000
MA33-130,-72.74480255000,42.65236229000
MA33-134,-72.70021197000,42.72629554000
MA33-132,-72.65023830000,42.64047808000
MA33-01,-72.95303119000,42.77978001000
MA33-06,-72.77531230000,42.73324430000
MA33-37,-72.98221090000,42.60986292000
MA33-39,-72.98187309000,42.58870720000
MA33-50,-73.00160130000,42.69600647000
MA33-57,-72.97253515000,42.72375242000
MA33-62,-73.01090131000,42.59512919000
MA33-18,-72.86412955000,42.68675388000
MA33-04,-72.84798644000,42.74470682000
MA33-127,-72.92086174000,42.65813934000
MA33-73,-72.95615505000,42.73324590000
MA33-135,-72.75280939000,42.64389297000
MA33-137,-72.80744438000,42.51074209000
MA33-136,-72.91419596000,42.73454767000
MA33-30,-72.66350127000,42.71478151000
MA34-08,-72.35888384000,42.06713062000
MA34-29,-72.48341377000,42.11044678000
MA34-30,-72.38846536000,42.06019457000
MA34-09,-72.52760598000,42.46514172000
MA34-12,-72.72970499000,42.23539368000
MA34-13,-72.75084008000,42.18197011000
MA34-14,-72.67782185000,42.24037172000
MA34-15,-72.68512787000,42.25316080000
MA34-16,-72.70490154000,42.21560550000
MA34-17,-72.71817769000,42.19849128000
MA34-18,-72.66923227000,42.21944092000
MA34-19,-72.52889398000,42.23496011000
MA34-23,-72.43042504000,42.27314198000
MA34-25,-72.49849167000,42.42960276000
MA34-27,-72.48045215000,42.36000283000
MA34-31,-72.50193516000,42.42784021000
MA34-07,-72.49090551000,42.28001425000
MA34-10,-72.79278425000,42.27310073000
MA34-33,-72.57607466000,42.71111742000
MA34-34,-72.46889612000,42.45251325000
MA34-35,-72.43512022000,42.38968289000
MA34-37,-72.74021693000,42.44213957000
MA34-36,-72.61519263000,42.49604008000
MA34-39,-72.77245013000,42.42331435000
MA34-38,-72.77490170000,42.43138282000
MA34-41,-72.47446041000,42.52099757000
MA34-40,-72.43533863000,42.50785430000
MA34-06,-72.42099992000,42.28020523000
MA34-20,-72.57921610000,42.06444267000
MA34-21,-72.56350944000,42.04444334000
MA34-22,-72.59032425000,42.02988205000
MA34-42,-72.58305951000,42.22507706000
MA34-54,-72.76147779000,42.29713420000
MA34-56,-72.44020759000,42.63225082000
MA34-64,-72.51749641000,42.66873784000
